xxfbsj,tqsk,tqyb
20230325,昨天我市大部阴天有小雨，局部中雨，兴山、夷陵高海拔地区出现降雪；中东部地区出现5～7级偏北大风；最高气温11～13℃，最低气温6～9℃。,预计今天我市阴天到多云，6～16℃；明天多云，西部有短时小雨，7～19℃；后天北部多云到晴，南部阴天到多云，10～20℃。宜昌市气象台发布
20230326,昨天我市大部阴天到多云，局部有零星小雨；最高气温14～17℃，最低气温5～7℃。,预计今天我市多云到阴天，西部阵雨，7～17℃；明天北部多云间晴，南部多云转阴天，10～19℃；后天阴天间多云，局部阵雨，10～16℃。宜昌市气象台发布
20230327,昨天我市大部多云到阴天，局部阵雨；最高气温16～18℃，最低气温5～9℃。,预计今天我市北部多云间晴，南部多云到阴天，10～19℃；明天阴天，局部阵雨，10～15℃；后天阴天有小雨，9～13℃。宜昌市气象台发布
20230328,昨天我市大部多云间晴，五峰局部有零星小雨；最高气温19～22℃，最低气温6～9℃。,预计今天我市阴天，局部阵雨，9～16℃；明天阴天有小雨，9～15℃；后天多云，10～20℃。宜昌市气象台发布
20230329,昨天我市大部阴天，局部有短时小雨或零星小雨；最高气温13～16℃，远安19℃，最低气温8～10℃。,预计今天我市阴天间多云，局部有零星小雨，9～18℃；明天多云，10～21℃；后天多云到晴，10～23℃。宜昌市气象台发布
20230330,昨天我市大部阴天间多云，局部有短时小雨；最高气温18～20℃，最低气温9～11℃。,预计今明两天我市晴到多云，10～22℃；后天多云转阵雨，12～25℃。宜昌市气象台发布
20230331,昨天我市大部晴到多云，最高气温22～23℃，远安26℃，最低气温8～11℃。,预计今天我市晴到多云，11～24℃；明天白天晴到多云，夜间转阵雨，12～26℃；后天中到大雨，14～18℃。宜昌市气象台发布
20230401,昨天我市大部晴到多云，最高气温23～25℃，最低气温10～12℃。,预计我市今天晴到多云，夜间南部有阵雨，13～26℃；明天阵雨转中到大雨，局部暴雨，并伴有强对流天气，14～18℃；后天中到大雨转小雨，12～18℃。宜昌市气象台发布
20230402,昨天我市晴到多云，最高气温26～29℃，最低气温11～14℃。,预计我市今天白天多云有阵雨，夜间中到大雨，东部、南部局部暴雨，并伴有强对流天气，13～19℃；明天大部中雨转小雨，局部大雨，12～19℃；后天阴天有小雨，局部中雨，11～16℃。宜昌市气象台发布
20230403,昨天我市东部、南部县市大雨，部分乡镇暴雨，其余大部中雨，局部大雨；全市雨量大于50毫米有18站，最大累计雨量78.8毫米（五峰县渔洋关镇石柱山站）；最大小时雨量35.3毫米（2日21-22时，猇亭区工业园站）。,预计我市今天大部中雨转小雨，局部大雨，11～20℃；明天小雨转阴天，10～15℃；后天阴天有间断小雨，10～16℃。宜昌市气象台发布
20230404,昨天我市大部中雨，局部大雨，伴有短时强降水、雷雨大风、冰雹等强对流天气；我市中东部地区、沿江河谷及高海拔地区出现6-9级阵风。,预计我市今天大部小雨转阴天，南部局部中雨，10～14℃；明天阴天转小雨，9～13℃；后天多云到晴，10～22℃。宜昌市气象台发布
20230405,昨天我市阴天有小雨，局部中雨；最高气温14～16℃；最低气温11～12℃。,预计我市今天阴天转小雨，10～14℃；明天北部多云到晴，南部阴天转多云，10～20℃；后天晴到多云，11～22℃。宜昌市气象台发布
20230406,昨天我市阴天有小雨，部分乡镇中雨；最高气温13～17℃，最低气温10～12℃。,预计我市今天大部多云到晴，9～21℃；明天晴到多云，10～22℃；后天多云到晴，11～23℃。宜昌市气象台发布
20230407,昨天我市多云到晴，局部有零星小雨；最高气温20～24℃，最低气温7～9℃。,预计我市未来三天以晴好天气为主，9～23℃。宜昌市气象台发布
20230408,昨天我市晴到多云；最高气温20～22℃，最低气温9～12℃。,预计未来三天我市天气晴好，气温逐步上升。其中今天多云到晴，10～21℃；明天晴到多云，12～25℃；后天大部晴到多云，局部有阵雨，15～29℃。宜昌市气象台发布
20230409,昨天我市晴到多云；最高气温23～24℃，最低气温9～11℃。,预计今天我市晴到多云，12～25℃；明后两天晴到多云，午后到夜间局部有阵雨或雷阵雨，16～28℃。宜昌市气象台发布
20230410,昨天我市晴到多云；最高气温25～27℃、兴山28℃、五峰29℃，最低气温11～14℃。,预计今天白天我市多云到晴，夜间局部阵雨或雷阵雨，15～28℃；明天北部阴天转多云，南部阵雨转多云，14～27℃；后天白天多云，夜间有分散性阵雨，15～26℃。宜昌市气象台发布
20230411,昨天我市多云间晴；最高气温28～30℃，兴山、五峰31℃，最低气温14～17℃。,预计今明两天我市多云，局部有阵雨，14～27℃；后天阵雨或雷阵雨，15～26℃。宜昌市气象台发布
20230412,昨天我市多云；最高气温27～31℃，五峰25℃；最低气温12～15℃。,预计今天我市多云到阴天，局部有短时阵雨，15～27℃；明天多云转阵雨，16～28℃；后天阵雨转多云，14～24℃。宜昌市气象台发布
20230413,昨天我市大部多云到阴天，西部、南部有短时阵雨；最高气温26～29℃，最低气温14～17℃。,预计今天我市多云转阵雨，17～28℃；明天大部阴天转多云，西部有阵雨，11～28℃；后天多云到晴，12～31℃；明后两天风力有所加大。宜昌市气象台发布
20230414,昨天我市多云转阵雨或雷阵雨，大部小到中雨，局部大雨；最高气温27～29℃，兴山31℃；最低气温17～20℃。,预计今天我市大部阴天到多云，西部、南部短时小雨转多云，偏北风3-4级，17～28℃；明天晴到多云，13～31℃；后天晴天，19～34℃。宜昌市气象台发布
20230415,昨天我市大部阴天有阵雨；最高气温22～25℃；最低气温12～15℃。,预计今天我市大部多云到晴，15～29℃；明天晴到多云，16～32℃；后天多云转阵雨或雷阵雨，局部雨量中等，19～28℃。宜昌市气象台发布
20230416,昨天我市大部晴天；最高气温28～31℃；最低气温13～16℃。,预计今天我市晴天，17～33℃；明天多云转阵雨或雷阵雨，局部雨量中等，18～29℃；后天多云，局部有短时阵雨，19～29℃。宜昌市气象台发布
20230417,昨天我市晴天；最高气温32～37℃；最低气温14～19℃。,预计今天我市多云转雷阵雨，局部中到大雨，19～32℃；明天阵雨转多云，19～28℃；后天多云到晴，19～31℃。宜昌市气象台发布
20230418,昨天我市大部多云转雷阵雨，局部伴有短时强降水、雷雨大风、冰雹，最大累计雨量41.9毫米（枝江董市镇泰州站），极大风速17.3米/秒（8级，宜都枝城镇九道河站）；最高气温32～34℃；最低气温17～20℃。,预计今天我市大部阵雨转多云，19～26℃；明天晴到多云，19～31℃；后天白天晴到多云，夜间转阵雨，19～31℃。宜昌市气象台发布
20230419,昨天我市阴天有分散小雨，五峰、长阳局部中雨；最高气温21～26℃，兴山31℃；最低气温18～20℃。,预计今天我市晴到多云，18～31℃；明天白天晴到多云，夜间西部有阵雨，19～31℃；后天小到中雨，13～22℃。宜昌市气象台发布
20230420,昨天我市晴到多云；最高气温30～32℃，兴山33℃，最低气温17～19℃。,预计今天我市白天晴到多云，夜间西部有阵雨，19～32℃；明天阵雨转中雨，12～22℃；后天中雨转小雨，10～14℃。宜昌市气象台发布
20230421,昨天我市白天晴到多云，夜间出现分散性阵雨，秭归、长阳局部大到暴雨；最高气温31～34℃；最低气温18～21℃；东部平原、沿江河谷和高海拔地区出现6-8级偏北大风。,预计今天我市大部阵雨转中雨，局部大雨或暴雨，伴有雷电，风力较大，12～21℃；明天北部小到中雨，南部中雨，9～13℃；后天阴天有小雨，南部局部中雨，9～14℃。宜昌市气象台发布
20230422,昨天我市大部中雨，五峰、长阳、宜都、夷陵、秭归、兴山部分乡镇大雨；最高气温20～23℃；最低气温9～13℃；东部平原、沿江河谷和高海拔地区出现6-8级偏北大风。,预计今天我市北部中雨，南部中到大雨，9～12℃；明天北部小到中雨，南部中雨，9～11℃；后天大部小雨，局部中雨，9～13℃。宜昌市气象台发布
20230423,昨天我市大部中雨，长阳、夷陵、秭归、兴山、远安、枝江部分乡镇大雨，局部暴雨；最大累计雨量55.5毫米（秭归青林口站）；最高气温9～13℃，最低气温6～8℃；东部平原、沿江河谷和高海拔地区出现5～8级偏北大风。,预计今天我市小到中雨，局部大雨，7～10℃；明天阴天有小雨，8～12℃；后天北部多云到晴，南部阴天转多云，9～21℃。宜昌市气象台发布
20230424,昨天我市大部中雨，远安大雨，伴有雷电；最高气温9～11℃，最低气温6～8℃；东部平原、沿江河谷和高海拔地区出现5～6级偏北风。,预计今天我市阴天转小雨，9～12℃；明天多云转晴，10～22℃；后天白天晴到多云，夜间西部多云转小雨，12～26℃。宜昌市气象台发布
20230425,昨天我市北部阴天为主，南部阴天转小雨；最高气温大部13～15℃、远安17℃，最低气温8～10℃。,预计今天我市多云到晴，9～22℃；明天白天大部多云到晴，夜间局部转阵雨，11～25℃；后天多云有阵雨，13～22℃。宜昌市气象台发布
20230426,昨天我市多云到晴；最高气温大部21～25℃，最低气温9～11℃。,预计今天我市晴转多云，夜间局部转阵雨，11～26℃；明天多云有阵雨，13～22℃；后天北部阴天转多云，南部小雨转阴天，13～22℃。宜昌市气象台发布
20230427,昨天我市晴转多云；最高气温大部24～28℃，最低气温13～15℃。,预计今天我市多云到阴天，局部有阵雨，14～23℃；明天小雨转多云，14～21℃；后天多云到晴，12～26℃。宜昌市气象台发布
20230428,昨天我市晴到多云；最高气温大部24～27℃，枝江22℃，兴山29℃，最低气温14～16℃。,预计今天我市多云有分散性阵雨，14～23℃；明天多云到晴，12～26℃；后天晴到多云，13～28℃。宜昌市气象台发布
20230429,昨天我市阴天有小雨，秭归、长阳部分乡镇中雨；最高气温大部19～23℃；最低气温13～15℃；东部平原及高海拔地区出现5-7级偏北大风。,预计今天我市多云转晴，12～26℃；明天晴到多云，13～29℃；后天多云转阵雨或雷阵雨，14～26℃。宜昌市气象台发布
20230430,昨天我市多云到晴，最高气温大部25～26℃、远安28℃，最低气温9～11℃。,预计今天我市晴到多云，14～29℃；明天多云转阵雨或雷阵雨，15～27℃；后天北部阵雨，南部中到大雨，局部暴雨，并伴有雷雨大风、短时强降水等对流性天气，16～21℃。宜昌市气象台发布
20230501,昨天我市晴天，最高气温大部27～30℃，最低气温11～15℃。,预计今天我市晴到多云，夜间南部和西部转阵雨或雷阵雨，15～28℃；明天北部阵雨，南部中到大雨，局部暴雨，17～21℃；后天阵雨，东部和南部中雨，局部大雨，17～22℃；明后两天伴有雷雨大风、短时强降水等对流性天气。宜昌市气象台发布
20230502,昨天我市大部晴到多云，今天早晨五峰部分乡镇出现阵雨；最高气温大部29～31℃，最低气温14～17℃。,预计今天我市大部多云转阵雨或雷阵雨，南部有中到大雨，18～25℃；明天阴天有阵雨，部分地方中雨或大雨，19～26℃；后天北部阴天有小雨，南部小到中雨，19～24℃；今明两天伴有短时强降水等对流性天气。宜昌市气象台发布
20230503,昨天我市大部阴天转小到中雨、局部大雨，并伴有雷电、短时强降水等强对流天气，最大累计雨量43.1毫米（五峰县湾潭镇黑桃垭站），最大小时雨量24.7毫米（2日06-07时，枝江七星台镇王家店站）。,预计今天我市阴天间多云有阵雨或雷阵雨，局部雨量中等，19～27℃；明天白天大部中雨，局部大雨，夜间阴天转多云，19～26℃；后天阴天有阵雨，20～26℃。宜昌市气象台发布
20230504,昨天我市大部阴天间多云有阵雨，五峰和远安局部中雨或大雨，最大累计雨量29.5毫米（五峰县湾潭镇板仓坪站）；最高气温大部22～25℃，枝江28℃，五峰29℃；最低气温17～20℃。,预计我市今天白天大部小到中雨，局部大雨，夜间阴天，19～24℃；明天阴天转小到中雨，18～25℃；后天中雨转阴天，15～18℃。宜昌市气象台发布
20230505,昨天我市阴天有雷阵雨，伴有雷电、短时强降水、冰雹等强对流天气，其中南部小到中雨，北部中到大雨，兴山局部暴雨，最大累计雨量55.6毫米（兴山县普安寺站和宝坪站）。,预计我市今天多云转小到中雨，18～25℃；明天中雨转多云，15～18℃；后天西部阴天有短时小雨，东部多云转阴天，15～23℃。宜昌市气象台发布
20230506,昨天我市多云有分散性阵雨，其中西部、北部县市小到中雨，局部大雨，最大累计雨量32.3毫米（长阳县资丘镇黄柏山村站）；最高气温23～26℃，最低气温18～20℃。,预计我市今天大部小到中雨转阴天，14～19℃；明天阴天有小雨，14～19℃；后天多云，14～24℃。宜昌市气象台发布
20230507,昨天我市大部小到中雨，长阳、宜都、五峰部分乡镇大雨，最大累计雨量43.3毫米（长阳县龙舟坪镇天柱山站）；最高气温19～21℃，最低气温13～15℃。,预计我市今天阴天转短时小雨，14～19℃；明天多云，15～25℃；后天多云，16～24℃。宜昌市气象台发布
20230508,昨天我市大部阴天有分散性小雨；最高气温大部21～23℃，兴山19℃；最低气温13～16℃。,预计我市今天多云间晴天，15～24℃；明天多云转阴天，西部有阵雨，16～22℃；后天阴天有小雨，15～18℃。宜昌市气象台发布
20230509,昨天我市大部阴天到多云，局部短时小雨；最高气温大部20～24℃；最低气温14～16℃。,预计今天我市东部多云转小雨，西部阴天转小到中雨，15～20℃；明天小雨，局部中雨，14～18℃；后天阴天到多云，14～24℃。宜昌市气象台发布
20230510,昨天我市大部阴天转小到中雨，局部大雨；最高气温大部17～22℃；最低气温13～14℃。,预计今天我市大部小雨转阴天，局部中雨，14～18℃；明天多云，15～24℃；后天晴到多云，16～30℃。宜昌市气象台发布
20230511,昨天我市小雨转阴天、部分地区有雾；最高气温大部16～17℃，兴山19℃；最低气温12～14℃。,预计今天我市多云，局部短时小雨，14～24℃；明天晴到多云，16～29℃；后天多云，17～28℃。宜昌市气象台发布
20230512,昨天我市多云；最高气温大部24～27℃；最低气温12～15℃。,预计今天我市晴到多云，15～30℃；明天多云，16～29℃；后天多云到晴，18～32℃。宜昌市气象台发布
20230513,昨天我市晴到多云；最高气温大部29～32℃；最低气温13～16℃。,预计今天我市晴到多云，18～31℃；明天晴到多云，19～32℃；后天晴到多云，21～33℃。宜昌市气象台发布
20230514,昨天我市晴到多云；最高气温29～32℃，最低气温15～19℃。,预计今天晴到多云，18～32℃；明天晴到多云，20～33℃；后天多云有阵雨或雷阵雨，气温下降，19～24℃。宜昌市气象台发布
20230515,昨天我市晴到多云；最高气温31～33℃，最低气温16～19℃。,预计我市今天白天晴到多云，20～33℃；今天夜间至明天多云转阵雨或雷阵雨，南部县市雨量中等，19～24℃；后天多云到晴，19～31℃。宜昌市气象台发布
20230516,昨天我市晴到多云，夜间中西部县市出现阵雨；最高气温32～33℃、五峰35℃，最低气温19～22℃。,预计我市今天阵雨或雷阵雨，局部伴有雷电、短时强降水等对流性天气，18～25℃；明天多云到晴，19～32℃；后天多云，局部阵雨，20～31℃。宜昌市气象台发布
20230517,昨天我市普降中雨，局部大雨；最高气温20～24℃，最低气温16～19℃。,预计今天我市晴到多云，19～33℃；明后两天多云，西部有阵雨，20～31℃。宜昌市气象台发布
20230518,昨天我市多云到晴；最高气温30～34℃，最低气温18～21℃。,预计今天我市多云有分散性阵雨或雷阵雨，20～31℃；明天晴到多云，局部有阵雨，21～32℃；后天多云有阵雨或雷阵雨，22～31℃。宜昌市气象台发布
20230519,昨天我市晴到多云，午后到夜间西部、北部出现分散性阵雨或雷阵雨，最大累计雨量34.8毫米（秭归磨坪乡）；最高气温29～32℃，最低气温18～21℃。,预计今天我市晴到多云，南部有阵雨，20～32℃；明天多云转阵雨，局部伴有短时强降水、雷雨大风等强对流天气，22～32℃；后天中雨，局部大雨，气温明显下降，17～24℃。宜昌市气象台发布
20230520,昨天我市晴到多云，午后到夜间出现分散性阵雨，最大累计雨量17.2毫米（秭归郭家坝镇）；最高气温30～32℃，最低气温20～23℃。,预计今天我市多云转阵雨或雷阵雨，局部伴有短时强降水、雷雨大风等强对流天气，20～32℃；明天中到大雨，东部平原及沿江河谷风力较大，17～23℃；后天阴天到多云，16～24℃。宜昌市气象台发布
20230521,昨天我市大部多云，午后到夜间局部有短时阵雨；最高气温29～32℃，最低气温21～24℃。,预计今天我市有中到大雨，东部平原及沿江河谷风力较大，15～25℃；明天大部阴天到多云，西部有零星小雨，15～21℃；后天多云，局部阵雨，16～24℃。宜昌市气象台发布
20230522,昨天我市北部中到大雨，南部小到中雨，最大累计雨量46.3毫米，最大小时雨量28.3毫米（均出现在夷陵区三斗坪站）；东部平原、沿江河谷和高海拔地区有5～6级偏北大风，瞬时极大风速26.9米/秒（10级、夷陵区百里荒站）。,预计今天我市北部阴天转多云，南部阴天有短时小雨，15～22℃；明天阴天有阵雨，14～20℃；后天晴到多云，16～29℃。宜昌市气象台发布
20230523,昨天我市阴天有短时小雨；最高气温19～21℃，最低气温14～16℃。,预计今天我市阴天有阵雨，14～21℃；明天晴到多云，16～28℃；后天多云转阵雨，17～31℃。宜昌市气象台发布
20230524,昨天我市阴天有小雨，局部中雨；最高气温17～20℃，最低气温13～15℃。,预计今天我市多云到晴，15～26℃；明天多云转阵雨，南部雨量中等，伴有短时强降水等强对流天气，19～28℃；后天阴天有阵雨，南部雨量中等，20～25℃。宜昌市气象台发布
20230525,昨天我市多云间晴；最高气温24～27℃，兴山29℃；最低气温14～17℃。,预计今天我市阴天转阵雨，局部雨量中等，18～25℃；明天阴天有阵雨，南部雨量中等，20～23℃；后天多云有阵雨，21～30℃。宜昌市气象台发布
20230526,昨天我市北部阴天转小到中雨，南部大雨，五峰、宜都南部暴雨或大暴雨。据统计，25日08时-26日08时累计雨量≥50毫米26站，最大累计雨量133.5毫米，最大小时雨量42.7毫米（26日04-05时），均出现在五峰湾潭镇九门站。,预计今天我市北部小到中雨，南部中到大雨，局部暴雨，伴有短时强降水等强对流天气，19～22℃；明天阴天有阵雨，部分地方雨量中等，22～30℃；后天多云有阵雨，23～32℃。宜昌市气象台发布
20230527,昨天我市北部出现小到中雨，局部大雨，南部中到大雨，长阳、五峰、宜都局部暴雨。据统计，26日08时-27日08时累计雨量≥50毫米5站，最大累计雨量59.9毫米（长阳枝柘坪村站），最大小时雨量30.2毫米（26日10-11时，宜都双井寺站）。,预计今明两天我市阴天有阵雨，局部中雨，21～28℃；后天多云有阵雨，23～29℃。宜昌市气象台发布
20230528,昨天我市大部阴天有阵雨，五峰局部大雨，最大累计雨量35.9毫米（五峰牛庄乡大花坪站），最大小时雨量22.2毫米（27日22-23时，五峰镇板仓坪站）；最高气温大部24~26℃，枝江、兴山、五峰29~32℃。,预计今天我市阴天有阵雨，22～30℃；明后两天多云有分散性阵雨，23～30℃。宜昌市气象台发布
20230529,昨天我市阴天有阵雨，五峰局部大雨，最大累计雨量30.8毫米（五峰长乐坪镇百年关站）；最高气温大部23～27℃，五峰30℃，兴山32℃；最低气温20～22℃。,预计今天我市多云有阵雨，22～29℃；明天阴天有阵雨，部分地区雨量中到大雨，22～28℃；后天阴天间多云，22～30℃。宜昌市气象台发布
20230530,昨天我市阴天有分散性阵雨；最高气温大部23～27℃，兴山36℃；最低气温20～23℃。,预计今天我市大部阴天有阵雨，局部雨量中等，21～27℃；明后两天阴天到多云，西部有分散性阵雨，22～30℃。宜昌市气象台发布
20230531,昨天我市阴天有分散性阵雨，局部中雨到大雨，最大累计雨量44.1毫米（五峰湾潭镇锁金山站）；最高气温大部25～28℃，兴山33℃；最低气温20～22℃。,预计今天我市大部多云到阴天，傍晚到夜间有阵雨，21～29℃；明天阴天到多云，西部有分散性阵雨，22～28℃；后天阴天有阵雨，23～29℃。宜昌市气象台发布
20230601,昨天我市多云转阵雨或雷阵雨，西部中雨，最大累计雨量20.7毫米（五峰牛庄乡金山站）；最高气温大部28～30℃，远安32℃；最低气温20～22℃。,预计今天我市大部阴天到多云，西部有短时阵雨，21～28℃；明天阴天有阵雨，21～27℃；后天阴天有小雨，局部中雨，20～23℃。宜昌市气象台发布
20230602,昨天我市阴天有分散性阵雨；最高气温大部26～29℃；最低气温21～23℃。,预计今天我市阴天有阵雨，21～29℃；明后两天阴天有小到中雨，19～23℃。宜昌市气象台发布
20230603,昨天我市大部阴天有阵雨，兴山、秭归局部中雨；最高气温大部25～29℃；最低气温18～22℃。,预计今天我市阴天有小雨，局部中雨，19～24℃；明天阴天有中雨，局部大雨，19～23℃；后天小到中雨转阴天，19～22℃。宜昌市气象台发布
20230604,昨天我市阴天有分散性阵雨；最高气温大部24～27℃，兴山22℃；最低气温18～20℃。,预计今天我市阴天转中到大雨，局部暴雨，19～23℃；明天中雨转阴天，18～22℃；后天多云，局部阵雨，19～29℃。宜昌市气象台发布
20230605,昨天我市普降中雨到大雨，五峰、长阳、秭归、夷陵区、当阳北部、远安南部出现暴雨。据统计，4日08时-5日08时累计雨量≥25毫米259站，≥50毫米77站，最大累计雨量78.4毫米（五峰牛庄乡大花坪站）。,预计今天我市小到中雨，局部大雨，18～21℃；明天阴天到多云，西部有短时小雨，19～28℃；后天阴天有小到中雨，21～26℃。宜昌市气象台发布
20230606,昨天我市普降小到中雨，兴山、秭归局部大雨，最大累计雨量34.7毫米（秭归沙镇溪镇）；最高气温20～23℃；最低气温16～18℃。,预计今天我市北部多云，南部阴天到多云，局部有短时阵雨，19～29℃；明天多云有阵雨，20～27℃；后天晴到多云，21～33℃。宜昌市气象台发布
20230607,昨天我市多云，局部有零星小雨；最高气温29～31℃；最低气温17～20℃。,预计今天我市多云有分散性阵雨，21～27℃；明天多云到晴，22～33℃；后天晴到多云，23～34℃。宜昌市气象台发布
20230608,昨天我市北部阴天有阵雨，南部多云转阵雨；最高气温北部23～27℃，南部30～32℃；最低气温19～21℃。,预计未来三天我市天气晴好，午后局部有雷阵雨，最高气温33～36℃，最低气温22～25℃。宜昌市气象台发布
20230609,昨天我市晴转多云，局部有短时阵雨，高海拔及沿江河谷地区风力较大；最高气温32～35℃，兴山、秭归29～30℃；最低气温19～22℃。,预计今明两天我市天气晴好，午后局部有阵雨，气温23～36℃；后天多云转阵雨或雷阵雨，气温24～34℃。宜昌市气象台发布
20230610,昨天我市天气晴热，最高气温34～38℃，最低气温20～25℃。,预计今天我市天气晴热，午后局部有雷阵雨，气温24～37℃；明后两天多云有分散性阵雨或雷阵雨，局部伴有雷雨大风、短时强降水等强对流天气，气温22～34℃。宜昌市气象台发布
20230611,昨天我市天气晴热，夷陵、远安午后局部有雷阵雨，最高气温大部36～38℃、兴山35℃，最低气温21～25℃。,预计今明两天我市多云有分散性阵雨或雷阵雨，局部伴有雷雨大风、短时强降水、冰雹等强对流天气，气温22～34℃；后天多云到晴，气温22～32℃。宜昌市气象台发布
20230612,昨天午后至夜间我市大部出现雷雨大风、短时强降水和冰雹等强对流天气。据统计，全市累计雨量≥50毫米47站；最大累计雨量108.4毫米（远安嫘祖镇殷家沟站），最大小时雨量81.4毫米（19-20时，夷陵区龙泉山村站）；雷雨时伴有7-11级、局部12级阵风，极大风速36.1m/s（12级，19:48，夷陵国家站）。,预计今天我市多云，午后到夜间有雷阵雨，伴有雷暴大风、短时强降水、冰雹等强对流天气，22～32℃；明天多云，西部有雷阵雨，21～32℃；后天多云到晴，22～34℃。宜昌市气象台发布
20230613,昨天午后至夜间，我市大部出现雷雨大风、短时强降水等强对流天气，远安、夷陵、秭归、长阳、宜昌城区、兴山和宜都出现分散性大雨或暴雨。据统计，全市累计雨量≥50毫米12站；最大累计雨量79.1毫米，最大小时雨量75.5毫米（12日19-20时），均出现在远安嫘祖镇南襄城站；大部地区雷雨时伴有6-8级、局部9级阵风，极大风速22.1m/s（9级，12日20:24，夷陵国家站）。,预计今天我市多云到晴，午后到夜间有分散性阵雨或雷阵雨，局部有雷暴大风、短时强降水等强对流天气，20～32℃；明天多云到晴，21～33℃；后天北部晴到多云，南部多云转阵雨，22～33℃。宜昌市气象台发布
20230614,昨天我市多云到晴，局部阵雨或雷阵雨；最高气温30～34℃，最低气温20～23℃、兴山18℃。,预计今天多云到晴，局部阵雨或雷阵雨，21～34℃；明天多云有分散性阵雨或雷阵雨，22～32℃；后天阵雨，部分地方雨量中等，22～27℃。宜昌市气象台发布
20230615,昨天我市晴到多云；最高气温32～34℃，最低气温20～24℃。,预计今天阴天有阵雨或雷阵雨，21～29℃；明后两天中到大雨、局部暴雨，21～24℃。宜昌市气象台发布
20230616,昨天我市阴天有小雨，局部中雨；最高气温28～30℃，最低气温18～21℃。,预计今明两天中到大雨、南部、东部县市大到暴雨，20～23℃；后天中雨，21～23℃。宜昌市气象台发布
20230617,昨天我市普降暴雨，远安、夷陵出现大暴雨。据统计，全市累计雨量≥50毫米319站，≥100毫米42站；最大累计雨量158.2毫米(远安茅坪场镇晓秦站)；气温19～23℃。,"预计今天大部中到大雨,西部、南部暴雨，20～23℃；明天北部中雨，南部大雨，20～23℃；后天阴天转多云，局部有小雨，21～31℃。宜昌市气象台发布"
20230618,昨天我市阴天有小到中雨，五峰、兴山、远安局部大雨；气温20～26℃。,预计今天大部中到大雨，西部、南部局部暴雨，伴有弱雷电及短时阵风，20～23℃；明天大部阴天转多云，南部小雨转多云，20～30℃；后天多云，夜间有短时小雨，21～33℃。宜昌市气象台发布
20230619,昨天我市北部中到大雨，南部大雨，五峰、长阳出现暴雨，最大累计雨量89.0毫米（五峰牛庄乡牛庄站），最大小时雨量40.1毫米（18日11-12时，五峰镇水浕司站）；气温21～26℃。,预计今天我市北部阴天到多云，南部阴天有小雨，22～29℃；明天多云，局部阵雨，22～31℃；后天阴天有小到中雨，24～29℃。宜昌市气象台发布
20230620,昨天我市阴天到多云，南部有分散性阵雨；最高气温大部28～30℃、兴山32℃，最低气温21～22℃。,预计今天我市晴到多云，局部阵雨，23～34℃；明后两天多云有分散性阵雨，局部雨量中等，24～30℃。宜昌市气象台发布
20230621,昨天我市晴到多云，午后五峰西部有雷阵雨，最大雨量46.7毫米（五峰湾潭镇）；最高气温大部33～35℃，最低气温23～25℃。,预计今天我市多云转阵雨，24～30℃；明天多云有阵雨，南部伴有短时强降水、雷电大风等对流性天气，24～31℃；后天多云到晴，局部阵雨，23～33℃。宜昌市气象台发布
20230622,昨天我市大部多云转阵雨，五峰、长阳中雨，局部大雨，最大累计雨量29.4毫米（五峰湾潭镇九门站）；最高气温大部29～32℃，兴山25℃，最低气温19～21℃。,预计今天我市阴天有阵雨，南部雨量中等；20～26℃；明天多云有分散性阵雨，21～30℃；后天多云，局部阵雨，20～30℃。宜昌市气象台发布
20230623,昨天我市大部阴天有小雨，五峰、长阳和宜都中雨；最高气温西部23～24℃，东部25～27℃，最低气温19～21℃。,预计今天我市大部阴天到多云，局部有间断小雨，21～30℃；明天多云转阵雨，21～31℃；后天阵雨，22～29℃。宜昌市气象台发布
20230624,昨天我市大部阴天到多云，局部有间断小雨；最高气温30～32℃，最低气温19～22℃。,预计今天我市大部多云转阵雨，20～32℃；明天多云有分散性阵雨，21～31℃；后天多云到晴，局部有阵雨或雷阵雨，22～33℃。宜昌市气象台发布
20230625,昨天我市多云转分散性阵雨；最高气温31～34℃，最低气温21～23℃。,预计今天我市大部多云，局部有阵雨，22～32℃；明后两天多云到晴，局部有阵雨或雷阵雨，23～34℃。宜昌市气象台发布
20230626,"昨天我市晴到多云,局部阵雨；最高气温31～32℃、兴山35℃，最低气温20～23℃。",预计今明两天我市多云到晴，午后局部有阵雨或雷阵雨，最低气温23～25℃，最高气温33～35℃；后天晴到多云，夜间西部、北部有短时强降水、雷雨大风等强对流天气，26～34℃。宜昌市气象台发布
20230627,昨天我市多云到晴，午后到夜间局部阵雨；最高气温33～36℃，最低气温22～25℃。,预计今天我市晴到多云，午后到夜间局部阵雨或雷阵雨，24～35℃；明天多云转阵雨或雷阵雨，北部雨量中等，伴有短时强降水、雷雨大风等强对流天气，25～34℃；后天大雨，局部暴雨，24～27℃。宜昌市气象台发布
20230628,昨天我市多云到晴；最高气温33～36℃，最低气温24～27℃。,预计今天我市多云转阵雨或雷阵雨，局部有短时强降水、雷暴大风等强对流天气，24～34℃；明天中到大雨，局部暴雨，25～30℃；后天大部多云，南部多云有阵雨，24～34℃。宜昌市气象台发布
