xh,ssxq,xxmc,szdq,xxlb,xxxz,sjzgbm,adress,link_phone,Complaint_Hotline,Zip_code,zsfs,xxjj,szf,xzf,zzs,official_website,wxewm,xxzp
198,,枝江市江口小学,枝江市,小学,公办,枝江市教育局,枝江市马家店街办江口社区江陈路15号,0717-4352750,0717-4286238,4352000,统一招生,枝江市江口小学是一所公办学校，机构地址位于枝江市马家店街办江口社区江陈路15号。学校先后获得宜昌市花园学校、宜昌市现代化学校、枝江市文明校园、枝江市平安校园等称号。校园占地36697平方米，建筑面积8981平方米，布局合理，三区分开，实现了校园环境“四化”，是宜昌市人民政府命名的“花园式学校”。学校教学区共用24间教室，可同时容纳18个教学班和6个功能室。学校装备精良，硬件到位，学校运动场规范、拥有劳技实习基地8亩，固定资产500多万元。学校现有教职工30人，专任教师30人，学历达标率100％。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/3f183dd2-5aff-4a87-a108-da4ca0b4a2b2.jpeg
199,,枝江市特殊教育学校,枝江市,特殊教育学校,公办,枝江市教育局,枝江市马家店街道办事处前进路28号,13487243580,0717-4286238,443200,统一招生,"枝江市特殊教育学校创办于1996年9月（原名枝江市聋哑学校），位于枝江市马家店街道办事处前进路28号。承担学龄前残疾儿童早期干预、教育康复任务；残疾儿童少年义务教育、康复训练、职业教育任务；负责全市义务教育学校随班就读工作指导；负责送教上门工作。学校以“苔花”为生命依托打造“苔”文化，以秉承一切为了特殊学生，为了特殊学生一切的特教初衷，悦纳生命，基于尊重和适应学生天性、个性和特性的前提下因材施教，开展缺陷补偿，适性扬长的教育，让每一粒“苔花”各适其性，各展其长，各得其乐，培育学生自理自主和自食其力能力，实现个人价值，为顺利融入社会奠基。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/c6c3c230-d7cf-4b2a-81f8-2108e0d20d46.jpeg
200,,宜昌市猇亭区实验初级中学,宜昌市猇亭区,初中,公办,猇亭区,猇亭区,0717-6514130,0717-6512579,443007,统一招生,"宜昌市猇亭区实验初级中学原名猇亭中学，创建于1958年秋，有着60多年的办学历史，于 2021年9月更名为宜昌市猇亭区实验初级中学。一、学校硬件设施：学校现有校园面积33111平方米，建筑面积10366平方米（不包含新建食堂）。现有教学楼3栋，综合楼1栋，学生寝室1栋，老食堂1栋，新食堂风雨操场1栋。300米塑胶运动场1个，7人制足球1个，蓝球场2个，羽毛球场1个，乒乓球台16个。有音乐、美术、书法室、舞蹈室、科技活动室各1间，有微机室3间，理化生试验室共4间。学生寝室共有男女寝室28间，寝室均装空气太阳能热水器，每个寝室可以容纳8人住宿，每间寝室均有独立洗手间卫生间。二、学校师生情况：学校共有教职工99人。1、教师男女数量分布：男教师37人，女教师62人。2、教师职称数量分布：中学高级教师21人，中学一级教师65人，中学二级教师13人。3、教师年龄分布：40岁以下教师22人，50岁以上教师51人，教师平均年龄46.8岁，近三年即将退休28人（截止2024年底）。4、教师学历分布：研究生学历5人，本科学历90人，专科学历：4人。5、教师获得荣誉情况：宜昌百名园丁1人，宜昌名师1人，宜昌市学科带头人4人，宜昌明星班主任6人，宜昌市学科优秀教师8人。6、学生数量及班级分布：我校现有21个教学班，在校学生1009人，9年级348人，8年级341人，7年级320人，男生512人，女生497人。三、学校近三年中考情况简介：    1、2019年我校参考人数291人， A类学生1人，达到夷陵一中统招线达到9人，夷陵一中录取39人，省示范高中录取55人，达到18.9%,普通高中上线114人，达到39.2%。2、2020年参加中考314人，省示范高中录取51人，达到16.2%，达到高中分数控制线85人,达27%。3、 2021年参加中考298人，达到统招成绩1人,省示范高中录取63人，达到21%，达到高中分数控制线114人,达38%。四、学校校训、办学理念：1、我校的校训: 知行合一 教风：严谨 和谐 学高 德馨。学风：笃学 诚信 求实 创新。2、办学理念:为学生终身发展奠基，为教师展现价值铺路 学校精神：求真 尚善 至美 和谐。学校坚持“立德树人”的育人理念，追求“求真、向上”的校园文化，学校充分利用校训、校歌、校徽、校标等校园文化符号，激励学生爱学校、爱学习。通过精心设计的志愿服务活动、文体赛事等丰富多彩的校园文化活动，积极推动校园文化蓬勃发展。五、学校近年获得的主要荣誉：学校先后荣获全国足球特色学校、省级绿色文明校园、市长杯校园足球联赛亚（季）军、市级文明单位、市级平安校园、市级校园微改革先进单位、市级法治建设先进单位等荣誉称号。",0,0,0,无,https://data.yichang.gov.cn/karma/pic/665bddb3-b1a1-42d2-8e86-79aac775acc6.jpeg,https://data.yichang.gov.cn/karma/pic/27115578-cedb-4d7c-b476-3b271b97eb0f.jpeg
201,,宜昌市猇亭区第一小学,猇亭区,小学,公办,猇亭区教育局,宜昌市猇亭区江峡路8号,13972044606,0717-6512579,443007,统一招生,"在神奇的古战场遗址,在美丽的长江之滨，有一颗璀璨的明珠---宜昌市猇亭区第一小学。学校创建于2009年9月，校园占地40亩，总投资近2000万元，建筑面积约7000平方米。校园环境优美，育人文化氛围浓厚。现有18个教学班，在校学生843人，教师45人。
学校秉承“用规范引导成长、以赏识激励发展”为办学理念、以“学生快乐、教师幸福、社会认同”为办学愿景、以“团队、敬业、创新”为学校精神、以“尊重人、团结人、成就人”为治校方略、以“每天进步一点点”为日常要求，着力打造有活力、善学习、能创新的教师队伍，努力培养素质全面、健康快乐、天天向上的新一代少年，全力建设充满活力、彰显实力、富含魅力的新时代名校。
“莫道晨曦微，红霞将满天”，宜昌市猇亭区第一小学已在拂晓的东方破云而出，她将继续高扬人文的大旗，书写教育的篇章；充满勃勃生机的校园有如川流不息的大江，源远流长，育人不止。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/e72de51d-e3a1-4304-afd6-4e62871fb73e.jpeg
202,,长堰堤小学,猇亭区,小学,公办,猇亭区教育局,宜昌市猇亭区蔡家畈居委会6-10号,0717-6511028,0717-6512579,443007,统一招生,宜昌市猇亭区长堰堤小学始建于1955年，北临长江，南挨三峡国际机场，西靠赵王山和宜化集团，东依猇亭三国古战场，依山傍水，地域优越，交通便利。学校现占地面积270123平方米，建筑面积5954平方米。现有在校学生878人，专任教师44人，其中，高级教师4人，一级教师18人，党员教师20人。教师队伍年富力强，团结协作，勤于钻研，乐于奉献；领导班子年轻化、有专长，分工合作，均能独当一面。近年来，区委、区政府先后投入2000多万元对校园进行重建式改扩建。校园规划“教学、运动、生活”三区分开，是一所校园面积大，设施设备齐全，布局合理，周边配套优良的学校。校园绿树成荫，景点处处颔联，浑然一体，是宜昌市命名的“绿色学校”和“花园式学校”。六十余年的办学历程，凝聚着区委区政府和社会各界人士的心血，激励着几代人艰苦创业。如今，我们秉承“炫彩每一颗原石”的办学理念，遵循“磊堰作堤、长流不息”的校训，倡导“点石成金、琢玉成器”的教风，尊重每一个孩子的个性差异，发挥每一位教师的专长，引导每一个“石娃”发掘自身潜能，积蓄能量，绽放光彩。近年来，学校先后被评为“教育部中小学国防教育示范学校”、“全国‘双有’先进集体”、“湖北省文明校园”、“湖北省公共机构节水型单位”、“宜昌市义务教育现代化先进学校”、“宜昌市防震减灾科普示范学校”、“宜昌市书香校园”、“宜昌市非物质文化遗产传承示范基地”、“宜昌市教育微改革先进单位”、“猇亭区规范化建设达标单位”、猇亭区中小学“德育品牌项目学校”、“猇亭区先进基层党组织”。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/e6c87510-d453-4315-b6b6-3af4ce84c710.jpeg
203,,宜昌市猇亭区高家店小学,猇亭区,小学,公办,猇亭区教育局,猇亭区高家店村4-41,13997675743,0717-6512579,443007,统一招生,"高家店小学史建于1950年，办学历史悠久，是猇亭区唯一的一所农村小学。现有6个教学班，在校学生103人，服务区域涵盖虎牙街办后山两个半村。配编教师15人，专任教师15人；高级职称教师4人，一级职称教师7人,二级职称4人，未定级1人，45周岁以下的中青年教师11人；中共党员6人，学校位于“宜黄—沪蓉”、“宜黄—双阳”公路交汇处，座落在高家店村4-41号, 占地面积11532平方米，建筑面积3100平方米，校园“三区”分开，布局合理，是一所环境优美、设施完备、功能齐全的小学。
近年来，学校办学条件有了很大改善，实现了 “一体机”、千兆网络进校园，现代化学校建设成效显著。确立了“蒲公英”当家文化和“志存高远、心怀家国、积小成大、学以致用”的校训，开展了一系列以培养“小当家”为主题的德育活动，培养学生责任担当意识。
学校党支部以党建+为引领，探索构建“四抓四提升”党建工作体系，持续开展创建“三个一”活动，建立健全“双培养”机制，努力把学校打造成幸福和谐的“家”园。疫情期间，党支部积极创新工作方式，严格落实“三会一课”制度，先后申报了特色党支部、幸福“家”品牌党支部、三星级党支部。谢华蓉校长被选聘为高家店村“大党委”兼职委员，党支部与高家村党支部结对共建，有效凝聚党建合力。学校定期对残疾学生送教上门；双报到6名党员全部下沉就近社区，领岗志愿服务。
由于部分学生家庭离校较远，针对学生上学难的问题，在各级领导的关怀帮助下，开通了磨盘、高湖、马鬃岭三条线路的民心公交。为了保证学生到校安全，学校值周教师提前到岗，早上7点打开校门，迎接每一个学生到校；晚上坚持把最后一个学生送上车再离校。民心公交有效解决了家长接送孩子的后顾之忧，深得周边百姓的好评。
在区教育局组织的“不忘初心 牢记使命”大家访活动中，全校教师积极行动，率先走访困难、留守、单亲等特殊学生家庭，力争全覆盖。党员教师更是带头行动，共走访特殊学生达120余人次。每次老师们家访回来都已是华灯初上，但深入学生家庭后带来的沟通与理解却让老师们深感欣慰，弯下身来服务学生的意识也更加浓厚。人少力量大的党支部充分发挥了党员的“战斗堡垒”作用和先锋模范作用。
让专业成为一股底气,让课堂成为一种享受,已成共识，共同打造小而精致的乡村小学是全体教师共同的目标。学校重视教师发展，不断完善师德建设、重视学校教研：“杂志漂流”、“好书推介”、“名著共读”、间周校本培训、每月一次“观优课”、学习分享、“青蓝结对”、“我的家常课”等已是常态。优秀教师层出不穷，获“教育部2020乡村优秀青年教师奖励计划”1人，湖北省楚天园丁奖1人，省级优秀教师3人，市级学科带头人2人，市级学科优秀教师2人，市级十佳师德标兵1人，市级最美妇联人1人，市级师德标兵1人，猇亭名师2人，区级骨干教师2人，区级优秀教师、优秀班主任、师德标兵7人，区优秀学科教师5人，2人获得部级优课证书，12人获市级、区级优质课奖。
教育教学是一项复杂的系统工程，真正提高教育教学质量，必须做到脚踏实地，扎扎实实地加强学校各项管理，抓好每个细节。学校落实课程计划、严格过程管理、强化课题巡察、加强毕业班管理、注重家校联系。借新教育发展东风,坚持打造书香校园、诗香校园、墨香校园,缔造一班一特的完美教室,每周三大课间周经典古诗唱诵、月经典古诗抽查已经成为一道靓丽的风景。
为培养孩子全面发展，先后开设了足球队、文学社、石头画、篮球队等多个校本社团，让农家孩子不仅个个会当家,而且多才多艺,文明优雅。腰鼓课程即是一大亮点：谢华蓉校长亲自示范教学，每天早上从刚踏进校园的一年级萌娃，到即将毕业的六年级学生，全校103名学生和全体教职工，人手一个腰鼓，每天坚持练习，百人腰鼓队初见成效，腰鼓学习成为了高小师生一种常态化的训练。
为推动学生素质教育均衡发展，学校增设劳动教育实践课程，开足开齐课时，开发创建1.2亩地的蒲公英“小当家”农场，2021年4月蒲公英农场正式启动。
为了让每个孩子健康成长，在区教育局、高家村、高湖村、磨盘村的大力支持下，2021年5月1日过后，全校103名孩子，每天大课间在学校都已经喝上了营养奶。
学校以小学生日常行为规范教育为抓手，以养成教育为突破口，坚持德育为先，立德树人。细化常规 规范管理；重视安全，定期教育；成立安全领导小组，开展多种形式、多渠道的安全教育。
围绕立德树人根本任务，积极开展每月一次的“班主任沙龙活动”，完善班主任工作管理考核制度，加强班级自主化管理建设；全面推进“蒲公英示范岗”，每天早晚坚持值周教师、学生、家长三方结合执勤护校制度，不断强化学生自我管理的家文化意识。坚持把精神文明建设融入教育全过程，坚持不懈深入实施素质教育，大力推进未成年人思想道德建设，把弘扬社会主义核心价值观作为引导师生树立正确的世界观、人生观、价值观的重要学习载体。
学校曾先后获得“宜昌市教育现代化先进学校”、“宜昌市健康示范学校”、宜昌市“十佳示范家长学校”、 宜昌市“少先队工作示范学校”、猇亭区“人民满意学校”、“家庭教育优秀学校”、“德育工作先进单位”、“五好基层党组织”、“文明单位”等诸多荣誉。
潮平两岸阔，风正一帆悬。如今，学校环境更加怡人，设施更加完备，领导班子年轻化，有专长，分工合作，均能独挡一面；学校教师队伍年富力强，团结协作，勤于钻研，乐于奉献。现在的高小已步入发展的快车道，承担着猇亭教育均衡、优质发展的重任，为办人民满意的教育而不断努力。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/b9c5d3e3-5fde-4ad7-a3c1-d3304a704eb5.jpeg
204,,宜昌市猇亭区实验小学,猇亭区,小学,公办,猇亭区教育局,宜昌市猇亭区金猇路48号,0717-6516089,0717-6512579,443007,统一招生,"学校现有27个教学班，学生预计1300人，教职工64人。其中女教职工54人，党员教师31人，高级职称3人，中级职称 41人，研究生学历3人,本科学历42人，专科学历19人。现今学校宜昌杰出校长1人，特级教师1人，宜昌名师1人，市级学科带头人1名，区级名师3名，区级骨干教师15名。
宜昌市、猇亭区小学语文“郭玲名师工作室”和“创新名师工作室”先后在我校挂牌成立。",0,0,0,无,https://data.yichang.gov.cn/karma/pic/78772bce-bc25-4fdf-a482-7dd63b6e6c76.png,https://data.yichang.gov.cn/karma/pic/fa261ee3-4f25-47a3-8b52-af0c389fade0.jpeg
205,无,宜昌市长江中学,猇亭区,小学,民办,猇亭区教育局,猇亭区江峡路9号,0717-6516286,0717-6512579,443007,统一招生,宜昌市长江中学成立于2008年8月，目前是一所十二年一贯制民办学校。学校秉承“办负责任教育”的宗旨，落实“一切为学生终生发展奠基”的办学理念，以“小班额、精品化、重特长、质量优”为办学特色，打造优质教育品牌。,0,13000,1800（一年级）1500（二~六年级）,无,https://data.yichang.gov.cn/karma/pic/f528bd3c-25d4-40ab-971a-23e0ea00830e.png,https://data.yichang.gov.cn/karma/pic/f1f4cadb-68f2-4a78-9fce-a73683038918.jpeg
206,,宜昌市长江中学,猇亭区,初中,民办,猇亭区教育局,猇亭区江峡路9号,0717-6530009,0717-6512579,443007,统一招生,宜昌市长江中学成立于2008年8月，目前是一所十二年一贯制民办学校。学校秉承“办负责任教育”的宗旨，落实“一切为学生终生发展奠基”的办学理念，以“小班额、精品化、重特长、质量优”为办学特色，打造优质教育品牌。,0,13000,2000（七年级）1500（八、九年级）,无,https://data.yichang.gov.cn/karma/pic/f81fd9e1-990b-4aa5-838c-1df616e5b691.jpeg,https://data.yichang.gov.cn/karma/pic/f1f4cadb-68f2-4a78-9fce-a73683038918.jpeg
207,,宜昌市长江中学,猇亭区,高中,民办,宜昌市教育局,猇亭区江峡路9号,0717-6366303,0717-6512579,443007,统一招生,宜昌市长江中学成立于2008年8月，目前是一所十二年一贯制民办学校。学校秉承“办负责任教育”的宗旨，落实“一切为学生终生发展奠基”的办学理念，以“小班额、精品化、重特长、质量优”为办学特色，打造优质教育品牌。,0,16000（高一）,2300,无,https://data.yichang.gov.cn/karma/pic/f2f551a5-a74e-4531-82b9-7531594838a2.jpeg,https://data.yichang.gov.cn/karma/pic/cfba7f27-d521-49a6-bbd0-718ba5daf731.jpeg
208,,秭归县三峡工程希望小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇滨湖路7号	,0717-2881268,0717-2886121,443600,统一招生,"秭归县三峡工程希望小学是秭归县历史上第一所集团化办学试点学校，2020年秋季，将原茅坪镇逸夫小学整体划归县三小管理，形成了一校两区的格局，包括山水龙城校区和逸夫校区。山水龙城校区位于秭归县茅坪镇滨湖路7号，于2010年9月1日落成开办。该校区占地15029平方米，建筑面积8636平方米。现开设27个教学班，在校学生1559人，在编在岗教职工88人。学校在“全人教育•小学大成”办学理念的指导下，打造“感恩•高效•卓越”靓丽名片，努力实现“创建现代特色学校•培养未来创新人才”办学目标。
",0,0,0,无,https://data.yichang.gov.cn/karma/pic/9e73904d-f550-4298-a444-9f501f32f106.jpeg,https://data.yichang.gov.cn/karma/pic/73c106e3-05c0-4d8a-ba46-ed8577161c45.jpeg
209,,秭归县实验小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇长宁大道13号	,0717-2880661,0717-2886121,443600,统一招生,秭归县实验小学成立于1905年，占地面积15274平方米，校舍建筑总面积12379平方米。26个教学班，在校学生1489人，教职工96人，高级教师15人、县级以上骨干教师22人、省特级教师1人。学校始终坚持以“办人民满意学校”为目标，以“快乐 笃行”为理念，以促进每个学生全面发展为宗旨，坚持德育为重心、教学为中心、质量为核心、体艺为特色，走科研兴校之路，切实落实好“强队伍、优课堂、精管理、建文化、强特色、树品牌”内涵式建设，形成了“品书卷香、择美善行”的校风，“言行养正、学思生趣”的学风，“以爱润之、以智悦之”的教风，全面开展素质教育，培养了数万名合格的小学毕业生。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/be04eb7f-329c-41ea-ac83-9adcacea0234.jpeg,https://data.yichang.gov.cn/karma/pic/df1a0771-25bc-466d-86be-e71abb1720b9.jpeg
210,,驻香港部队秭归希望小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇金桔路12号	,0717-2191157,0717-2886121,443600,统一招生,驻香港部队秭归希望小学创建于1998年，校舍建筑面积4130平方米，是由首届驻港官兵个人捐资一个月工资共计90万元援建的一所三峡库区移民学校。在职教师65人，县级以上骨干教师16名，18个教学班，932名学生。学校通过“少年军校平台上的雅行教育”文化立校，践行社会主义核心价值观文明立人，引领教育改革与发展，用军魂塑童心，用雅行铸文明，走出了一条创建文明校园的特色之路。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/028d3c62-7304-43d0-b108-14752995ef72.jpeg,https://data.yichang.gov.cn/karma/pic/127e4eb1-87fa-46ff-bc69-3ccc7fe5a0e2.jpeg
211,,秭归县第一实验小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇南郡大道19号	,0717-2886898,0717-2886121,443600,统一招生,秭归县第一实验小学位于茅坪镇南郡大道19号，校舍建筑面积10346平方米。全校现有28个教学班，专任教师84人，学生1639人。学校自开办以来秉承“为生命发展奠基”的办学理念，致力于创办文明校园、培养全面发展学子。遵循“生命至上，呵护守望”的校训，以“自主自律自信，大德大爱大成”为培养目标，以“民主规范，以人为本，社会参与，文化育人”为管理理念，促进学校的长足发展。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/93cd2be8-570f-4b3b-9648-5198f39ea257.png,https://data.yichang.gov.cn/karma/pic/ee1edf0a-8309-4bd6-a337-743d7241fdae.jpeg
212,   ,秭归县第二实验小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇建平路6号	,0717-2993926,0717-2886121,443600,统一招生,秭归县第二实验小学创办于1942年，1996年9月因兴建三峡大坝与三溪小学合并迁建于新县城茅坪小区——茅坪镇建平路6号，由中共中央统战部、江苏省常州市人民政府援建，当时主要服务茅坪镇搬迁子女。1998年新县城落成，主要服务于茅坪城区西楚居委会及茅坪镇居民的移民孩子。2000年后承担起进城务工、外来经商人员孩子的教育重任。 学校校园占地面积9259.76平方米，建筑面积4066.44平方米，总投资693万元。学校内设教务处、政教处、总务处、少先队大队部等。现有12个教学班，在校学生 698人（不含休学），教师 49人，在职共产党员19人。其中，专任教师学历达标率100%、大专及以上学历占98%，学校拥有市级优秀德育导师1人，市级优秀学科教师1人，县级骨干教师5名，E教能手2人，名星班主任1人，教师新秀1人。秭归县第二实验小学是教育部第一批命名的“全国足球特色学校”，学校从2001年起就一直拥有自己的“学校足球代表队”，专业水平不断上升，曾多次代表县参加了省、市重要赛事，分别获得过“宜昌市足球训练重点单位足球赛”冠军、“宜昌市少儿足球赛”第一名，两次获得“宜昌市足球训练重点单位足球赛”亚军，一次获得该比赛的第三名，先后培养出了韩轩、崔小强、龚趸、丁凡、吴忠林等一批“茅坪小学足球明星”。如今，随着韩轩代表湖北省赢得第十二届全运会足球金牌，足球成为我校师生人们话题，如今，韩轩入选国青队，成为宜昌市第一位“国”字号的球员。因此，把“快乐足球”设为我校校本课程之一，既能巩固多年来取得的体育教育成果，利国利民，又能凸现学校办学特色。也被县政府、市政府表彰为“优秀体育人才输送单位”、县“体艺特色学校”。今年4月，我校女子足球队代表秭归县在市六运会中荣获季军。学校荣获全国首批足球特色学校、湖北省巾帼模范学校、宜昌市德育先进学校、宜昌市现代化示范学校、宜昌市平安校园、县文明单位、县德育品牌学校等称号、2010年以来年年获得“教学质量优胜单位”等称号。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/a90302f7-9410-4a57-93ac-7f11ffbf2581.png
213,,秭归县茅坪镇逸夫小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇银杏沱村四组,0717-2104277,0717-2886121,443600,统一招生,我校前身为原茅坪镇曲溪小学，创办于1957年，1997年移民搬迁重建，2004年更名为茅坪镇逸夫小学，2010年8月原兰陵小学合并至该校，2019年9月与三峡工程希望小学联合办学，成立三峡希望教育集团。我校占地面积为9667平方米，建筑面积2600平方米。我校服务城区周边5个行政村。开设6个教学班，在校生140人左右，在编在岗教师16人，教师年龄结构合理，师资雄厚。从2019开始，我校将移植三峡工程希望小学“全人教育、小学大成”的办学理念，与三峡工程希望小学从办学理念、教育管理、师资力量、教学成果等各方面深度融合，向管理要质量、分工明确，责任到人。我们将以集团化办学为契机，以教育现代化为宗旨，实践科学育人的教育理念，努力把我校打造成让人民满意的学校。l,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/d9a2ccf0-077a-4a37-a50e-4cc15b085f7f.jpeg
214,,湖北秭归经济开发区小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇二圣路58号	,0717-2104099,0717-2886121,443600,统一招生,"湖北秭归经济开发区小学位于九里二圣路58号，学校目前占地23182平方米，现开设20个教学班，在校学生1072人，教职员工73人，学校秉承“实施优质教育，建设现代化学校”的办学目标，坚持“为学生的终身发展奠基”的办学理念全面贯彻教育方针，为党育人，为国育才，努力创办人民满意教育，在全面实施素质教育的前进道路上展翅翱翔，扬帆远航。欲文明其精神，先自野蛮其体魄。学校围绕“武术进校园”开设校本课程，强身健体，内修外练，弘扬武术精神，传承中华传统的武术文化。为了延伸学校教育，融合家庭教育，学校提供丰富多彩的社会实践活动，让学生在经历中感悟、在实践中成长。2019年，我校兴建了3G智慧食堂系统，操作更加规范化，管理更加智慧化。名厨亮灶让食堂操作间在阳光下运行，管理团队通过一部手机实时监控，不规范操作自动记录并上传系统。数据可视化，食堂原料入库、出库，晨检留样、餐具消毒等操作高效快捷，食堂设备运行情况一目了然，全面实现智慧化、现代化管理。
近年来，湖北秭归经济开发区小学捷报频传、凯歌高奏，全体开小人以海纳百川的气魄，勇攀高峰的胆识，乘风破浪，向着更加灿烂辉煌的明天前进。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/c21b981e-e173-4138-8230-8ff5029622af.png
215,,秭归县茅坪镇陈家小学,秭归县,小学,公办,秭归县教育局,秭归县茅坪镇建东村一组,0717-2104282,0717-2886121,443600,统一招生,"茅坪镇陈家小学地处茅坪镇建东村一组136号，是一所农村寄宿保育制完全小学，学校原为茅坪镇陈家初中，2003年调点布局五校合并后成为茅坪镇陈家小学，现服务5个行政村（乔家坪村、泗溪村、建东村、陈家坝村、溪口坪村）。学校占地7731平方米，校舍建筑面积3623平方米，现有学生189人，教职工18人，安保人员2人。校内开设6个教学班。
近年来，全校上下本着“立德于竹，益智创新”的文化理念，把创建文明校园作为我校师生的共同愿景，以“办家门口的好学校”为主目标，以“校本教研模式探究”为平台，以教育均衡发展为主抓手，积极开展创建工作,极大地激发了教师的工作热情，推动了整体教师队伍的专业发展，促进了学校办学水平的提升。学校呈现出新一轮发展的良好势头。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/cb8a7f7e-6da2-4131-a63e-785472ce62a4.jpeg
216,,秭归县归州镇航天希望小学,秭归县,小学,公办,秭归县教育局,秭归县归州镇归乡路78号,0717-2723952,0717-2886121,443601,统一招生,"秭归县归州镇航天希望小学因三峡工程移址兴建的一所保育寄宿制学校，创建于1998年县城东迁之时，座落于美丽的峡江古镇归州集镇归乡路78号。校园环境优美，文化底蕴深厚。学校服务全镇11个行政村、1个居委会。
学校秉承以人为本，以德治校，为学生一生的幸福和发展奠基的办学理念，尊崇励志、求真、崇善、尚美的校训，营造博爱、严谨、和谐、创新的校风，教师敬业爱生、厚德博学，学生勤奋进取、敏学善思，近几年，学校进一步优化育人环境，加强校园文化建设，促进学校内涵发展；以人为本，追求一流的教育教学质量，办出学校的特色，让孩子们健康快乐地成长，让教师享受职业的幸福。
学校先后学校先后被县委、县政府评为“先进单位”、“文明单位”、“安全文明单位”，被县教育局、县教育科研信息中心评为“教育教学先进单位”、“教研先进单位”，被市教育局评为“教育技术先进工作单位”、“宜昌市人民群众满意学校”，“宜昌市保育寄宿制先进单位”，被评为全国“两有先进单位”等荣誉称号。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/66239b49-00b6-4100-b464-0b7cbe619c96.jpeg
217,,秭归县屈原镇新滩小学,秭归县,小学,公办,秭归县教育局,秭归县屈原镇前山路18号,0717-2771077,0717-2886121,443604,统一招生,"屈原镇新滩小学位于伟大爱国诗人屈原故里，地处屈原集镇前山路18号。2009年秋，为推进教育均衡发展，全镇整合教育资源，将新滩小学并入新滩中学，形成了新滩中小学一体化的办学模式。学校占地面积18772平方米，建筑面积9724平方米，体育场地达5310平方米，绿化面积达4000多平方米，现拥有教学楼、实验办公楼、图书馆、食堂餐厅、学生公寓、教师周转房和塑胶运动场、篮球场、羽毛球场。学校教学区、运动区、生活区三区独立，错落有致，布局合理。校园内绿树成荫，环境优美，设施完备，功能齐全，是一所花园式的现代化学校。
自创办以来，我校确立了“崇德、明理、乐学、成才”的校训，坚持以“为学生的健康成长奠基”为办学理念，以“传承屈原文化，打造书香校园”为办学目标，按照“校园建设书香化、安全教育常态化、常规管理精细化、师资培训多元化、学生成长导师化”的办学思路，全面贯彻党的教育方针，落实立德树人根本任务，坚持规范管理，依法治校，努力提升学校现代化管理水平。近几年学校先后荣获“湖北省卫生先进单位”、“宜昌市现代化先进学校”、“宜昌市健康示范学校”、“优秀基层党组织”、“五四红旗团总支”、“德育品牌学校”、“体艺特色学校”、“文明校园”、“学校安全管理先进单位”、“中华魂”主题教育“先进集体”和“综合目标考核优秀单位”等多种荣誉称号。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/1002f955-67c1-4ee9-8606-4845123d360d.jpeg
218,,秭归县屈原镇屈原小学,秭归县,小学,公办,秭归县教育局,秭归县屈原镇屈原村二组,0717-2779039,0717-2886121,443604,统一招生,"屈原小学坐落在伟大爱国诗人屈原诞生地——乐平里，创办于1956年，历史悠久。1993年葛洲坝电厂捐资23.8万元和地方投资40多万元新建。该校覆盖屈原故里5个行政村，服务人口7800人，学校占地面积4716平方米，建筑面积3444平方米。
学校固定资产总值186万元。现有7个教学班（包含一个学前班），在校学生85人（学前8人、一年级7人，二年级8人，三年级12人，四年级8人，五年级16人，六年级26人，其中住读生43人，现有教职工17人，在编13人，聘请4人，是一所山区农村寄宿制学校。
学校近几年在各级党委政府、葛洲坝水利电厂的大力支持下，学校硬件设施得到了改善，但与县城学校相比，存在很大差距。虽然学校条件差，老师们还是兢兢业业地工作，教好书、育好人，教研成果显著，多篇论文在各级刊物上发表和各级评比中获奖。
学校坚持“给农村孩子最适合的教育，让孩子最快乐的成长”，秉承“夯基础，改善教育设施，求根本，提高服务意识，抓关键，深化素质教育”等办学思想，不断强化发展、责任、质量、教改意识，追求以高尚的情操感染人，以渊博的知识教育人，以科学的方法引导人，以良好的形象影响人。努力将学校办成环境优美、设施先进、队伍优良、管理科学，质量扎实的教育现代化学校。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/6b524dc9-d8d4-4143-a798-723fbac15ba2.jpeg
