ssxzqh,bm,mc,lx,lb
420506,H42050601276,黄花镇背马山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601277,黄花镇上洋村卫生室,定点医疗机构,村卫生室                      
420506,H42050601278,黄花镇杨家畈村卫生室,定点医疗机构,村卫生室                      
420506,H42050601279,黄花镇中岭村东垭卫生室,定点医疗机构,村卫生室                      
420506,H42050601280,黄花镇军田坝村卫生室,定点医疗机构,村卫生室                      
420506,H42050601281,黄花镇杨家河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601282,黄花镇香龙山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601283,黄花镇杜家坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601284,黄花镇张家口村卫生室,定点医疗机构,村卫生室                      
420506,H42050601285,黄花镇黄花场村卫生室,定点医疗机构,村卫生室                      
420506,H42050601286,黄花镇香龙山村白果树卫生室,定点医疗机构,村卫生室                      
420506,H42050601287,黄花镇牛坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601288,黄花镇中岭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601289,黄花镇小峰河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601290,黄花镇新坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601291,分乡镇分乡场社区卫生室,定点医疗机构,村卫生室                      
420506,H42050601292,分乡镇大中坝村卫生室,定点医疗机构,村卫生室                      
420506,H42050601293,分乡镇插旗村卫生室,定点医疗机构,村卫生室                      
420506,H42050601294,分乡镇百里荒村卫生室,定点医疗机构,村卫生室                      
420506,H42050601295,分乡镇棠垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601296,分乡镇普溪河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601297,分乡镇天鹅池村卫生室,定点医疗机构,村卫生室                      
420506,H42050601298,分乡镇南垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601299,分乡镇高场村卫生室,定点医疗机构,村卫生室                      
420506,H42050601300,分乡镇界岭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601301,分乡镇高家堰村卫生室,定点医疗机构,村卫生室                      
420506,H42050601302,分乡镇联合村卫生室,定点医疗机构,村卫生室                      
420506,H42050601303,分乡镇天坑村卫生室,定点医疗机构,村卫生室                      
420506,H42050601304,分乡镇中洲山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601305,分乡镇金竹村卫生室,定点医疗机构,村卫生室                      
420506,H42050601306,乐天溪镇唐家坝村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601307,乐天溪镇陈家冲卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601308,乐天溪镇瓦窑坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601309,乐天溪镇乐天溪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601310,乐天溪镇王家坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601311,乐天溪镇兆吉坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601312,乐天溪镇朱家湾村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601313,乐天溪镇莲沱村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601314,乐天溪镇石洞坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601315,乐天溪镇孙家河村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601316,分乡镇南岔湾村卫生室,定点医疗机构,村卫生室                      
420506,H42050601317,乐天溪镇路溪坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601318,乐天溪镇下岸溪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601319,乐天溪镇八户店村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601320,乐天溪镇沙坪村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601321,邓村乡红桂香村卫生室,定点医疗机构,村卫生室                      
420506,H42050601322,邓村乡古城坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601323,邓村乡白水头村卫生室,定点医疗机构,村卫生室                      
420506,H42050601324,邓村乡庙垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601325,邓村乡邓村坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601326,邓村乡高台头村卫生室,定点医疗机构,村卫生室                      
420506,H42050601327,邓村乡中包山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601328,邓村乡竹林湾村卫生室,定点医疗机构,村卫生室                      
420506,H42050601329,邓村乡杨家湾村卫生室,定点医疗机构,村卫生室                      
420506,H42050601330,邓村乡黄金河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601331,邓村乡谭家垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601332,邓村乡江坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601333,邓村乡常家垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601334,雾渡河镇西北口村卫生室,定点医疗机构,村卫生室                      
420506,H42050601335,雾渡河镇小庙村符家坪卫生室,定点医疗机构,村卫生室                      
420506,H42050601336,雾渡河镇马卧泥村殷家沟卫生室,定点医疗机构,村卫生室                      
420506,H42050601337,雾渡河镇观音堂村卫生室,定点医疗机构,村卫生室                      
420506,H42050601338,雾渡河镇观音堂村大庙卫生室,定点医疗机构,村卫生室                      
420506,H42050601339,雾渡河镇龚家河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601340,雾渡河镇交战垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601341,雾渡河镇小庙村卫生室,定点医疗机构,村卫生室                      
420506,H42050601342,雾渡河镇交战垭村官庄坪卫生室,定点医疗机构,村卫生室                      
420506,H42050601343,雾渡河镇马卧泥村卫生室,定点医疗机构,村卫生室                      
420506,H42050601344,雾渡河镇清江坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601345,雾渡河镇三隅口村卫生室,定点医疗机构,村卫生室                      
420506,H42050601363,邓村乡袁家坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601364,太平溪镇林家溪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601365,邓村乡小渔村卫生室,定点医疗机构,村卫生室                      
420506,H42050601366,太平溪镇黄家冲村周家湾卫生室,定点医疗机构,村卫生室                      
420506,H42050601367,龙泉镇李家台村卫生室,定点医疗机构,村卫生室                      
420506,H42050601368,龙泉镇青龙村卫生室,定点医疗机构,村卫生室                      
420506,H42050601369,太平溪镇韩家湾村卫生室,定点医疗机构,村卫生室                      
420506,H42050601370,龙泉镇香烟村卫生室,定点医疗机构,村卫生室                      
420506,H42050601372,太平溪镇富城坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601374,龙泉镇法官泉村卫生室,定点医疗机构,村卫生室                      
420506,H42050601375,龙泉镇钟家畈村卫生室,定点医疗机构,村卫生室                      
420506,H42050601376,太平溪镇龙潭坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601377,龙泉镇龙泉村卫生室,定点医疗机构,村卫生室                      
420506,H42050601378,太平溪镇古村坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601379,石花山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601381,龙泉镇罗家畈村卫生室,定点医疗机构,村卫生室                      
420506,H42050601382,龙泉镇雷家畈村卫生室,定点医疗机构,村卫生室                      
420506,H42050601383,太平溪镇太平溪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601384,太平溪镇小溪口村卫生室,定点医疗机构,村卫生室                      
420506,H42050601385,车站村卫生室,定点医疗机构,村卫生室                      
420506,H42050601386,龙泉镇水府庙村卫生室,定点医疗机构,村卫生室                      
420506,H42050601388,梅花村卫生室,定点医疗机构,村卫生室                      
420506,H42050601389,龙泉镇双泉村卫生室,定点医疗机构,村卫生室                      
420506,H42050601390,太平溪镇许家冲村卫生室,定点医疗机构,村卫生室                      
420506,H42050601391,龙泉镇白庙村卫生室,定点医疗机构,村卫生室                      
420506,H42050601392,土门村卫生室,定点医疗机构,村卫生室                      
420506,H42050601393,太平溪镇美人沱村卫生室,定点医疗机构,村卫生室                      
420506,H42050601394,太平溪镇长岭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601395,龙泉镇龙镇社区卫生室,定点医疗机构,村卫生室                      
420506,H42050601396,龙泉镇宋家嘴村卫生室,定点医疗机构,村卫生室                      
420506,H42050601397,龙泉镇柏家坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601398,太平溪镇黄家冲村卫生室,定点医疗机构,村卫生室                      
420506,H42050601399,龙泉镇跑马岗村卫生室,定点医疗机构,村卫生室                      
420506,H42050601400,太平溪镇落佛村卫生室,定点医疗机构,村卫生室                      
420506,H42050601401,龙泉镇万家畈村卫生室,定点医疗机构,村卫生室                      
420506,H42050601402,樟村坪镇丁家河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601403,樟村坪镇董家河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601404,樟村坪镇古村村卫生室,定点医疗机构,村卫生室                      
420506,H42050601405,樟村坪镇黄家台村卫生室,定点医疗机构,村卫生室                      
420506,H42050601406,樟村坪镇黄马河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601407,樟村坪镇犁耳坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601408,樟村坪镇栗林河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601409,樟村坪镇秦家坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601410,樟村坪镇三堡垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601411,樟村坪镇桃坪河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601412,樟村坪镇羊角山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601413,樟村坪镇云霄垭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601414,樟村坪镇砦沟村卫生室,定点医疗机构,村卫生室                      
420506,H42050601415,下堡坪乡下堡坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601416,下堡坪乡马宗岭村卫生室,定点医疗机构,村卫生室                      
420506,H42050601417,下堡坪乡十八湾村卫生室,定点医疗机构,村卫生室                      
420506,H42050601418,下堡坪乡九山村卫生室,定点医疗机构,村卫生室                      
420506,H42050601419,下堡坪乡蛟龙寺村卫生室,定点医疗机构,村卫生室                      
420506,H42050601420,下堡坪乡秀水村卫生室,定点医疗机构,村卫生室                      
420506,H42050601421,下堡坪乡磨坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601422,下堡坪乡赵勉河村卫生室,定点医疗机构,村卫生室                      
420506,H42050601465,夷陵区小溪塔黄河口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050601467,乔鹏诊所,定点医疗机构,普通诊所                    
420506,H42050601572,宜昌耀衍华医院有限责任公司杜玲诊所,定点医疗机构,普通诊所                    
420506,H42050601591,李丽口腔门诊部,定点医疗机构,口腔门诊部                  
420506,H42050601606,张爱裕口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050601643,小溪塔街道南津关社区居委会卫生室,定点医疗机构,村卫生室                      
420506,H42050601657,三斗坪镇石牌村卫生室,定点医疗机构,村卫生室                      
420506,H42050601658,三斗坪镇高家冲村卫生室,定点医疗机构,村卫生室                      
420506,H42050601914,夷陵时作霖医院,定点医疗机构,综合医院            
420506,H42050601915,夷陵区东城城乡统筹发展试验区下坪村卫生室,定点医疗机构,村卫生室                      
420506,H42050601916,夷陵区东城城乡统筹发展试验区蔡家河村卫生室,定点医疗机构,卫生所（室）                  
420506,H42050601975,宜昌市夷陵区望江社区卫生服务中心,定点医疗机构,社区卫生服务中心
420506,H42050601989,夷陵区小溪塔何金宝诊所,定点医疗机构,普通诊所                    
420506,H42050601991,夷陵区小溪塔郭昌宜诊所,定点医疗机构,普通诊所                    
420506,H42050602328,宜昌夷陵弘仁康复医院,定点医疗机构,康复医院          
420506,H42050602383,夷陵区小溪塔胡龙生诊所,定点医疗机构,普通诊所                    
420506,H42050602422,湖北中汉口腔医疗有限公司夷陵区中汉口腔门诊,定点医疗机构,口腔门诊部                  
420506,H42050602497,夷陵区倪文春口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050602683,宜昌长江市场商业管理有限公司医务室,定点医疗机构,医务室                        
420506,H42050602684,朱天明诊所,定点医疗机构,普通诊所                    
420506,H42050602686,冯昌高中医诊所,定点医疗机构,中医诊所                    
420506,H42050602702,夷陵区小溪塔裴晓丹诊所,定点医疗机构,普通诊所                    
420506,H42050602718,宜昌优禾口腔门诊有限公司夷陵区优禾口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050602719,湖北善方堂国医馆连锁集团有限公司夷陵区善方堂中医诊所,定点医疗机构,中医诊所                    
420506,H42050602749,湖北圣帝恒安药材有限公司梅林中医门诊部,定点医疗机构,中医门诊部                  
420506,H42050602765,夷陵区鸦鹊岭镇谭井发诊所,定点医疗机构,普通诊所                    
420506,H42050602803,吴耀国诊所,定点医疗机构,普通诊所                    
420506,H42050602805,宜昌裕榕明珠路中医诊所,定点医疗机构,中医诊所                    
420506,H42050602806,郭轩彤诊所,定点医疗机构,普通诊所                    
420506,H42050602807,小溪塔街道港虹社区医务室,定点医疗机构,医务室                        
420506,H42050602808,小溪塔街道冯家湾社区医务室,定点医疗机构,医务室                        
420506,H42050602809,小溪塔街道长江市场社区医务室,定点医疗机构,医务室                        
420506,H42050602825,赵祖菊诊所,定点医疗机构,普通诊所                    
420506,H42050602829,夷陵区小溪塔卢祥兵诊所,定点医疗机构,普通诊所                    
420506,H42050602838,宜昌市医品胜医疗管理有限公司,定点医疗机构,中西医结合诊所              
420506,H42050602852,明沁堂夷兴大道诊所,定点医疗机构,中西医结合诊所              
420506,H42050602871,宜昌爱齿康口腔门诊有限公司郑晓云口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050602872,宜昌平云诊所有限公司金凤朝阳诊所,定点医疗机构,普通诊所                    
420506,H42050602891,宜昌市夷陵区牙康口腔诊所有限公司东城路口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050602894,姜兴煜中医诊所,定点医疗机构,中医诊所                    
420506,H42050602929,睿呈中医诊所宜昌有限公司发展大道中医诊所,定点医疗机构,中医诊所                    
420506,H42050602935,湖北善方堂国医馆连锁集团有限公司梅岭馨苑善方堂中医诊所,定点医疗机构,普通诊所                    
420506,H42050602936,夷陵区龙泉镇胡学庆中医诊所,定点医疗机构,中医诊所                    
420506,H42050602942,殷立敢中医诊所,定点医疗机构,中医诊所                    
420506,H42050603011,宜昌市夷陵弘仁康复医院有限公司黄金路中医诊所,定点医疗机构,中医诊所                    
420506,H42050603015,宜昌航衍欣医院有限公司张兰香诊所,定点医疗机构,普通诊所                    
420506,H42050603029,宜昌民仁堂诊所有限公司金发路诊所,定点医疗机构,普通诊所                    
420506,H42050603035,宜昌润晨综合门诊有限公司东湖大道综合门诊部,定点医疗机构,综合门诊部
420506,H42050603037,俞军艳口腔诊所,定点医疗机构,口腔诊所                    
420506,H42050603059,宜昌市阅牙综合门诊有限公司雾渡河宜兴路诊所,定点医疗机构,普通诊所                    
420506,H42050603060,宜昌市民普诊所有限责任公司东方大道诊所,定点医疗机构,普通诊所                    
420506,H42050603065,李玉口腔诊所,定点医疗机构,普通诊所                    
420506,H42050603086,夷陵区小溪塔张国铭中医诊所,定点医疗机构,中医诊所                    
420506,H42050603102,宜昌承脉中医诊所有限公司候世龙中医诊所,定点医疗机构,中医诊所                    
420506,H42050603107,宜昌彬彬诊所有限责任公司锦江东路诊所,定点医疗机构,中西医结合诊所              
420506,H42050603113,宜昌市郑冲中医诊所有限公司夷兴大道中医诊所,定点医疗机构,中医诊所                    
420506,H42050603116,宜昌颐嘉医疗健康有限公司平云二路诊所,定点医疗机构,中西医结合诊所              
420506,H42050603120,宜昌夷尔福小溪塔中医诊所有限公司夷兴大道中医综合诊所,定点医疗机构,中医诊所                    
420506,H42050603125,宜昌市夷陵区祥和诊所有限公司祥和路中医诊所,定点医疗机构,卫生监督所（局）                              
420506,H42050603130,宜昌梅岭馨苑善方堂中医诊所有限公司梅岭馨苑中医诊所,定点医疗机构,中医诊所                    
420506,H42050603131,宜昌市夷陵区禾泰堂医疗服务有限公司彩云路诊所,定点医疗机构,普通诊所                    
420506,H42050603133,宜昌田继川诊所有限公司富殷路诊所,定点医疗机构,普通诊所                    
420506,H42050603137,秦长序中医诊所,定点医疗机构,中医诊所                    
420525,H42052500029,远安县洋坪镇中心卫生院,定点医疗机构,中心卫生院                  
420525,H42052500030,远安县鸣凤镇社区卫生服务中心,定点医疗机构,社区卫生服务中心
420525,H42052500261,远安县鸣凤镇泰安诊所,定点医疗机构,普通诊所                    
420525,H42052500262,远安县嫘祖诊所,定点医疗机构,中医诊所                    
420525,H42052500277,远安县茅坪场镇中心卫生院,定点医疗机构,中心卫生院                  
420525,H42052500278,远安县河口乡卫生院,定点医疗机构,乡卫生院                    
420525,H42052500280,远安县旧县镇卫生院,定点医疗机构,乡卫生院                    
420525,H42052500281,远安县家福诊所,定点医疗机构,其他诊所                    
420525,H42052500282,远安县鸣凤镇凤山风景区诊所,定点医疗机构,普通诊所                    
420525,H42052500284,远安县花林寺镇卫生院,定点医疗机构,乡卫生院                    
420525,H42052500285,远安县人民医院,定点医疗机构,综合医院            
420525,H42052500286,远安县嫘祖镇中心卫生院,定点医疗机构,中心卫生院                  
420525,H42052500332,远安县花林寺镇长永诊所,定点医疗机构,普通诊所                    
420525,H42052500333,远安洋坪中正街诊所,定点医疗机构,普通诊所                    
420525,H42052500334,远安县鸣凤镇博爱诊所,定点医疗机构,中医诊所                    
420525,H42052500336,远安县博菲特口腔诊所,定点医疗机构,口腔诊所                    
420525,H42052500337,宜昌恒瑞医药有限责任公司怡康中西医结合诊所,定点医疗机构,中西医结合诊所              
420525,H42052500338,远安杜应法诊所,定点医疗机构,普通诊所                    
420525,H42052500339,远安县鸣凤镇陈克全口腔诊所,定点医疗机构,口腔诊所                    
420525,H42052500340,远安王居东诊所,定点医疗机构,其他诊所                    
420525,H42052500341,远安县花林寺镇便民诊所,定点医疗机构,普通诊所                    
420525,H42052500342,徐教会诊所,定点医疗机构,普通诊所                    
420525,H42052500349,远安县奥美口腔诊所,定点医疗机构,口腔诊所                    
420525,H42052500357,远安县中医医院,定点医疗机构,中医（综合）医院  
420525,H42052500665,远安县鸣凤镇盘古诊所,定点医疗机构,中医诊所                    
420525,H42052500670,远安县福安康诊所,定点医疗机构,普通诊所                    
420525,H42052500671,远安县鸣凤镇泓远诊所,定点医疗机构,普通诊所                    
420525,H42052500673,远安济仁诊所,定点医疗机构,普通诊所                    
420525,H42052500674,远安鸣凤镇利君口腔诊所,定点医疗机构,口腔诊所                    
420525,H42052500950,远安县花林寺镇宝华社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052500951,远安县花林寺镇慈化村卫生室,定点医疗机构,村卫生室                      
420525,H42052500952,远安县花林寺镇凤阳村卫生室,定点医疗机构,村卫生室                      
420525,H42052500953,远安县花林寺镇高楼社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052500954,远安县花林寺镇横岩坪村卫生室,定点医疗机构,村卫生室                      
420525,H42052500956,远安县花林寺镇雷电村卫生室,定点医疗机构,村卫生室                      
420525,H42052500957,远安县花林寺镇龙凤村卫生室,定点医疗机构,村卫生室                      
420525,H42052500958,远安县花林寺镇罗家院村卫生室,定点医疗机构,村卫生室                      
420525,H42052500959,远安县花林寺镇木瓜铺社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052500960,远安县花林寺镇三孔村卫生室,定点医疗机构,村卫生室                      
420525,H42052500961,远安县花林寺镇太平村卫生室,定点医疗机构,村卫生室                      
420525,H42052500962,远安县花林寺镇桃李村卫生室,定点医疗机构,村卫生室                      
420525,H42052500963,远安县花林寺镇卫家岗村卫生室,定点医疗机构,村卫生室                      
420525,H42052500964,远安县花林寺镇魏家冲村卫生室,定点医疗机构,村卫生室                      
420525,H42052500975,远安县旧县镇洪家社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052500976,远安县旧县镇观东村卫生室,定点医疗机构,村卫生室                      
420525,H42052500977,远安县旧县镇柏家村卫生室,定点医疗机构,村卫生室                      
420525,H42052500978,远安县旧县镇徐家庄村卫生室,定点医疗机构,村卫生室                      
420525,H42052500985,远安县旧县镇龙泉社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052500986,远安县旧县镇红岩村卫生室,定点医疗机构,村卫生室                      
420525,H42052500987,远安县旧县镇鹿苑村卫生室,定点医疗机构,村卫生室                      
420525,H42052500995,远安县旧县镇杜家村卫生室,定点医疗机构,村卫生室                      
420525,H42052500996,远安县旧县镇安鹿村卫生室,定点医疗机构,村卫生室                      
420525,H42052500997,远安县旧县镇七里村卫生室,定点医疗机构,村卫生室                      
420525,H42052500998,远安县旧县镇观西村卫生室,定点医疗机构,村卫生室                      
420525,H42052501000,远安县旧县镇董家村卫生室,定点医疗机构,村卫生室                      
420525,H42052501001,远安县旧县镇北沟村卫生室,定点医疗机构,村卫生室                      
420525,H42052501002,远安县旧县镇石桥坪村卫生室,定点医疗机构,村卫生室                      
420525,H42052501051,远安县嫘祖镇分水村卫生室,定点医疗机构,村卫生室                      
420525,H42052501052,远安县嫘祖镇广坪村卫生室,定点医疗机构,村卫生室                      
420525,H42052501053,远安县嫘祖镇荷花店村卫生室,定点医疗机构,村卫生室                      
420525,H42052501054,远安县嫘祖镇荷叶村卫生室,定点医疗机构,村卫生室                      
420525,H42052501055,远安县嫘祖镇青峰村卫生室,定点医疗机构,村卫生室                      
420525,H42052501056,远安县嫘祖镇晒旗村卫生室,定点医疗机构,村卫生室                      
420525,H42052501057,远安县嫘祖镇谭坪村卫生室,定点医疗机构,村卫生室                      
420525,H42052501058,远安县嫘祖镇田家村卫生室,定点医疗机构,村卫生室                      
420525,H42052501059,远安县嫘祖镇望家村卫生室,定点医疗机构,村卫生室                      
420525,H42052501063,远安县嫘祖镇真金村卫生室,定点医疗机构,村卫生室                      
420525,H42052501064,远安县河口乡张桥村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501065,远安县鸣凤镇汪家社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501066,远安县鸣凤镇北门社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501067,远安县鸣凤镇花园社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501068,远安县河口乡漳沐村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501069,远安县鸣凤镇凤山居委会卫生站,定点医疗机构,村卫生室                      
420525,H42052501071,远安县河口乡巩裕村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501072,远安县河口乡樟树村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501073,远安县嫘祖镇定林村卫生室,定点医疗机构,村卫生室                      
420525,H42052501074,远安县嫘祖镇苟家垭村卫生室,定点医疗机构,村卫生室                      
420525,H42052501075,远安县嫘祖镇金桥村卫生室,定点医疗机构,村卫生室                      
420525,H42052501076,远安县鸣凤镇南门社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501077,远安县河口乡江范村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501078,远安县河口乡黄竹村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501079,远安县河口乡金竹村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501080,远安县河口乡双坪村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501081,远安县鸣凤镇双利社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501082,远安县河口乡朝阳村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501083,远安县河口乡刘青村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501085,远安县鸣凤镇双泉社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501086,远安县河口乡落星村卫生室,定点医疗机构,卫生所（室）                  
420525,H42052501108,远安县茅坪场镇银子村卫生室,定点医疗机构,村卫生室                      
420525,H42052501109,远安县洋坪镇蔡家湾社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501110,远安县洋坪镇郑家冲村卫生室,定点医疗机构,村卫生室                      
420525,H42052501111,远安县茅坪场镇铁炉湾村卫生室,定点医疗机构,村卫生室                      
420525,H42052501112,远安县茅坪场镇晓坪村卫生室,定点医疗机构,村卫生室                      
420525,H42052501113,远安县洋坪镇万家咀村卫生室,定点医疗机构,村卫生室                      
420525,H42052501114,远安县洋坪镇双路社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501115,远安县洋坪镇蔡家沟村卫生室,定点医疗机构,村卫生室                      
420525,H42052501116,远安县洋坪镇南襄社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501117,远安县茅坪场镇白云村卫生室,定点医疗机构,村卫生室                      
420525,H42052501118,远安县洋坪镇金竹园村卫生室,定点医疗机构,村卫生室                      
420525,H42052501119,远安县洋坪镇马渡河社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501120,远安县洋坪镇凤凰社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501121,远安县洋坪镇彭家沟村卫生室,定点医疗机构,村卫生室                      
420525,H42052501122,远安县茅坪场镇晓秦村卫生室,定点医疗机构,村卫生室                      
420525,H42052501123,远安县洋坪镇徐家棚村卫生室,定点医疗机构,村卫生室                      
420525,H42052501124,远安县洋坪镇陈家湾村卫生室,定点医疗机构,村卫生室                      
420525,H42052501125,远安县洋坪镇芦溪湾社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501127,远安县茅坪场镇福河社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501128,远安县茅坪场镇九龙村卫生室,定点医疗机构,村卫生室                      
420525,H42052501129,远安县洋坪镇九里岗社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501130,远安县茅坪场镇两河社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501131,远安县茅坪场镇老观村卫生室,定点医疗机构,村卫生室                      
420525,H42052501132,远安县洋坪镇芭芒店村卫生室,定点医疗机构,村卫生室                      
420525,H42052501133,远安县洋坪镇左家坪社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501134,远安县茅坪场镇何家湾社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501135,远安县茅坪场镇长荣村卫生室,定点医疗机构,村卫生室                      
420525,H42052501136,远安县茅坪场镇花台村卫生室,定点医疗机构,村卫生室                      
420525,H42052501137,远安县茅坪场镇八角村卫生室,定点医疗机构,村卫生室                      
420525,H42052501138,远安县洋坪镇老君社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501139,远安县洋坪镇余家畈村卫生室,定点医疗机构,村卫生室                      
420525,H42052501140,远安县洋坪镇百井村卫生室,定点医疗机构,村卫生室                      
420525,H42052501141,远安县洋坪镇三板社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501142,远安县茅坪场镇茅坪场社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501143,远安县洋坪镇任家岗社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501144,远安县茅坪场镇龙河村卫生室,定点医疗机构,村卫生室                      
420525,H42052501145,远安县茅坪场镇瓦仓社区村卫生室,定点医疗机构,村卫生室                      
420525,H42052501529,鑫旺诊所,定点医疗机构,普通诊所                    
420525,H42052501673,远安城南仁和诊所,定点医疗机构,普通诊所                    
420525,H42052501859,远安县达康诊所,定点医疗机构,普通诊所                    
420525,H42052501880,远安县嫘祖镇窑河村卫生室,定点医疗机构,村卫生室                      
420525,H42052501882,远安县嫘祖镇西河村卫生室,定点医疗机构,村卫生室                      
420525,H42052501883,远安县旧县镇民富康诊所,定点医疗机构,普通诊所                    
420525,H42052501889,远安县嫘祖镇盐池村卫生室,定点医疗机构,村卫生室                      
420525,H42052502053,远安奥美口腔门诊部,定点医疗机构,口腔门诊部                  
420525,H42052502149,湖北航天医院江河医务室,定点医疗机构,医务室                        
420525,H42052502711,远安县鸣凤镇东庄坪社区医务室,定点医疗机构,医务室                        
420525,H42052502762,远安县鸣凤镇航天社区医务室,定点医疗机构,医务室                        
