xh,jgmc,wsjglb,xzqh,mzzlrc,bz,tjsj
752,杨林桥三台寺卫生室,村卫生室,秭归县,4870,,2024年
753,杨林桥眉毛山村卫生室,村卫生室,秭归县,3488,,2024年
754,杨林桥白岩卫生室,村卫生室,秭归县,2141,,2024年
755,杨林桥鼓锣坪卫生室,村卫生室,秭归县,4651,,2024年
756,杨林桥天鹅卫生室,村卫生室,秭归县,6056,,2024年
757,杨林桥西洋坪村卫生室,村卫生室,秭归县,3445,,2024年
758,杨林桥凤凰岭村卫生室,村卫生室,秭归县,2827,,2024年
759,杨林桥响水洞卫生室,村卫生室,秭归县,4091,,2024年
760,九畹溪镇中阳坪村卫生室,村卫生室,秭归县,3442,,2024年
761,水田坝乡青蒿峪卫生室,村卫生室,秭归县,8185,,2024年
762,水田坝乡上坝卫生室,村卫生室,秭归县,4339,,2024年
763,水田坝乡马营卫生室,村卫生室,秭归县,8689,,2024年
764,水田坝乡野桑坪卫生室,村卫生室,秭归县,5929,,2024年
765,水田坝乡永吉村卫生室,村卫生室,秭归县,7859,,2024年
766,水田坝乡三溪河村卫生室,村卫生室,秭归县,8085,,2024年
767,水田坝王家桥卫生室,村卫生室,秭归县,9686,,2024年
768,水田坝乡石垭村卫生室,村卫生室,秭归县,5090,,2024年
769,水田坝乡下坝村中心卫生室,村卫生室,秭归县,4595,,2024年
770,水田坝乡兴合村卫生室,村卫生室,秭归县,8414,,2024年
771,水田坝严坪村卫生室,村卫生室,秭归县,6345,,2024年
772,水田坝正存村卫生室,村卫生室,秭归县,5379,,2024年
773,水田坝龙口卫生室,村卫生室,秭归县,4835,,2024年
774,泄滩乡陈家湾卫生室,村卫生室,秭归县,2050,,2024年
775,泄滩乡黄家山村卫生室,村卫生室,秭归县,2581,,2024年
776,泄滩乡桂花坪村卫生室,村卫生室,秭归县,2458,,2024年
777,泄滩乡白家河村卫生室,村卫生室,秭归县,4275,,2024年
778,泄滩乡九条岭卫生室,村卫生室,秭归县,2883,,2024年
779,泄滩乡万家村卫生室,村卫生室,秭归县,2718,,2024年
780,泄滩乡徐家山村卫生室,村卫生室,秭归县,2537,,2024年
781,泄滩乡柴家湾村卫生室,村卫生室,秭归县,2398,,2024年
782,泄滩乡陈家坡村卫生室,村卫生室,秭归县,2688,,2024年
783,泄滩乡坊家山村卫生室,村卫生室,秭归县,2855,,2024年
784,泄滩乡棋盘岭村卫生室,村卫生室,秭归县,2260,,2024年
785,泄滩乡牛口村卫生室,村卫生室,秭归县,2441,,2024年
786,泄滩乡核桃坪村卫生室,村卫生室,秭归县,2477,,2024年
787,梅家河肖家坪村卫生室,村卫生室,秭归县,6506,,2024年
788,梅家河谭家岭村卫生室,村卫生室,秭归县,4278,,2024年
789,梅家河水田垭村卫生室,村卫生室,秭归县,4686,,2024年
790,梅家河京丈坪村卫生室,村卫生室,秭归县,4800,,2024年
791,梅家河三丈坪村卫生室,村卫生室,秭归县,6112,,2024年
792,梅家河鲁家湾卫生室,村卫生室,秭归县,4554,,2024年
793,梅家河郑家岭村卫生室,村卫生室,秭归县,4234,,2024年
794,梅家河龟坪河村卫生室,村卫生室,秭归县,4480,,2024年
795,梅家河尤家湾村卫生室,村卫生室,秭归县,4812,,2024年
796,梅家河王家坡村卫生室,村卫生室,秭归县,3886,,2024年
797,梅家河龙王山卫生室,村卫生室,秭归县,6347,,2024年
798,梅家河陈家淌村卫生室,村卫生室,秭归县,3474,,2024年
799,梅家河下里坪村卫生室,村卫生室,秭归县,4888,,2024年
800,秭归县磨坪乡升坪卫生室,村卫生室,秭归县,3740,,2024年
801,磨坪乡三墩岩卫生室,村卫生室,秭归县,4344,,2024年
802,磨坪乡杨林村卫生室,村卫生室,秭归县,4543,,2024年
803,秭归县磨坪乡卢家堡村卫生室,村卫生室,秭归县,3633,,2024年
804,磨坪乡雁落坪村卫生室,村卫生室,秭归县,4100,,2024年
805,秭归县磨坪乡柏家坪村卫生室,村卫生室,秭归县,4235,,2024年
806,磨坪乡送甲山卫生室,村卫生室,秭归县,3362,,2024年
807,磨坪乡天井坪卫生室,村卫生室,秭归县,4498,,2024年
808,磨坪乡一篮卫生室,村卫生室,秭归县,5815,,2024年
809,磨坪乡银坪卫生室,村卫生室,秭归县,4253,,2024年
810,秭归县磨坪乡龙谭坪村卫生室,村卫生室,秭归县,2794,,2024年
811,长阳县龙舟坪镇王子石村卫生室,村卫生室,长阳土家族自治县,4321,,2024年
812,长阳县龙舟坪镇胡家棚村卫生室,村卫生室,长阳土家族自治县,3218,,2024年
813,长阳县龙舟坪镇土地坡村卫生室,村卫生室,长阳土家族自治县,4689,,2024年
814,长阳县龙舟坪镇合子坳村卫生室,村卫生室,长阳土家族自治县,2863,,2024年
815,长阳县龙舟坪镇全伏山卫生室,村卫生室,长阳土家族自治县,3161,,2024年
816,长阳县龙舟坪镇黄家坪村卫生室,村卫生室,长阳土家族自治县,4325,,2024年
817,长阳县龙舟坪镇刘家坳村卫生室,村卫生室,长阳土家族自治县,6913,,2024年
818,长阳县龙舟坪镇晒鼓坪村卫生室,村卫生室,长阳土家族自治县,3341,,2024年
819,长阳县高家堰镇佑溪村卫生室,村卫生室,长阳土家族自治县,6370,,2024年
820,长阳县高家堰镇流溪村卫生室,村卫生室,长阳土家族自治县,9880,,2024年
821,长阳县高家堰镇金盆村卫生室,村卫生室,长阳土家族自治县,4540,,2024年
822,长阳县高家堰镇青岩村卫生室,村卫生室,长阳土家族自治县,7550,,2024年
823,长阳县高家堰镇界岭村卫生室,村卫生室,长阳土家族自治县,3560,,2024年
824,长阳县高家堰镇木桥溪村卫生室,村卫生室,长阳土家族自治县,4530,,2024年
825,长阳县高家堰镇高家堰村卫生室,村卫生室,长阳土家族自治县,50,,2024年
826,长阳县高家堰镇古城村卫生室,村卫生室,长阳土家族自治县,7805,,2024年
827,长阳县高家堰镇向日岭村卫生室,村卫生室,长阳土家族自治县,9750,,2024年
828,长阳县高家堰镇魏家洲村卫生室,村卫生室,长阳土家族自治县,12050,,2024年
829,长阳县高家堰镇彭家河村卫生室,村卫生室,长阳土家族自治县,8430,,2024年
830,长阳县磨市镇磨市村卫生室,村卫生室,长阳土家族自治县,4594,,2024年
831,长阳县磨市镇三口堰村卫生室,村卫生室,长阳土家族自治县,1616,,2024年
832,长阳县磨市镇黄荆庄村卫生室,村卫生室,长阳土家族自治县,1540,,2024年
833,长阳县磨市镇救师口村卫生室,村卫生室,长阳土家族自治县,28215,,2024年
834,长阳县磨市镇花桥村卫生室,村卫生室,长阳土家族自治县,1960,,2024年
835,长阳县磨市镇柳津滩村卫生室,村卫生室,长阳土家族自治县,6437,,2024年
836,长阳县磨市镇芦溪村卫生室,村卫生室,长阳土家族自治县,1761,,2024年
837,长阳县磨市镇乌钵池村卫生室,村卫生室,长阳土家族自治县,2238,,2024年
838,长阳县磨市镇马鞍山村卫生室,村卫生室,长阳土家族自治县,1260,,2024年
839,长阳县磨市镇玉宝村卫生室,村卫生室,长阳土家族自治县,979,,2024年
840,长阳县磨市镇峰山村卫生室,村卫生室,长阳土家族自治县,221,,2024年
841,长阳县磨市镇多宝寺村卫生室,村卫生室,长阳土家族自治县,2676,,2024年
842,长阳县都镇湾镇立志坪村卫生室,村卫生室,长阳土家族自治县,11568,,2024年
843,长阳县都镇湾镇十五溪村卫生室,村卫生室,长阳土家族自治县,7137,,2024年
844,长阳县都镇湾镇沙堤村卫生室,村卫生室,长阳土家族自治县,12705,,2024年
845,长阳县都镇湾镇庄溪村卫生室,村卫生室,长阳土家族自治县,12266,,2024年
846,长阳县都镇湾镇嵩水坪村卫生室,村卫生室,长阳土家族自治县,2144,,2024年
847,长阳县都镇湾镇杨柘坪村卫生室,村卫生室,长阳土家族自治县,2673,,2024年
848,长阳县都镇湾镇峰岩村卫生室,村卫生室,长阳土家族自治县,650,,2024年
849,长阳县都镇湾镇塘坊河村卫生室,村卫生室,长阳土家族自治县,3420,,2024年
850,长阳县都镇湾镇横山村卫生室,村卫生室,长阳土家族自治县,3090,,2024年
851,长阳县都镇湾镇杜家冲村卫生室,村卫生室,长阳土家族自治县,2448,,2024年
852,长阳县都镇湾镇五尖山村卫生室,村卫生室,长阳土家族自治县,5039,,2024年
853,长阳县都镇湾镇城伍河村卫生室,村卫生室,长阳土家族自治县,1048,,2024年
854,长阳县都镇湾镇雪山河村卫生室,村卫生室,长阳土家族自治县,3052,,2024年
855,长阳县都镇湾镇水竹园村卫生室,村卫生室,长阳土家族自治县,11861,,2024年
856,长阳县都镇湾镇晓溪村卫生室,村卫生室,长阳土家族自治县,2275,,2024年
857,长阳县都镇湾镇璞岭村卫生室,村卫生室,长阳土家族自治县,13456,,2024年
858,长阳县都镇湾镇金福村卫生室,村卫生室,长阳土家族自治县,4502,,2024年
859,长阳县都镇湾镇西湾村卫生室,村卫生室,长阳土家族自治县,987,,2024年
860,长阳县都镇湾镇朱栗山村卫生室,村卫生室,长阳土家族自治县,4945,,2024年
861,长阳县都镇湾镇向王桥村卫生室,村卫生室,长阳土家族自治县,9859,,2024年
862,长阳县都镇湾镇龙潭坪村卫生室,村卫生室,长阳土家族自治县,9908,,2024年
863,长阳县都镇湾镇樟木垒村卫生室,村卫生室,长阳土家族自治县,5178,,2024年
864,长阳县都镇湾镇重溪村卫生室,村卫生室,长阳土家族自治县,5031,,2024年
865,长阳县都镇湾镇麻池村卫生室,村卫生室,长阳土家族自治县,12548,,2024年
866,长阳县都镇湾镇高桥村卫生室,村卫生室,长阳土家族自治县,5508,,2024年
867,长阳县都镇湾镇响石村卫生室,村卫生室,长阳土家族自治县,3221,,2024年
868,长阳县资丘镇杨家桥村卫生室,村卫生室,长阳土家族自治县,7000,,2024年
869,长阳县资丘镇竹园坪村卫生室,村卫生室,长阳土家族自治县,4000,,2024年
870,长阳县资丘镇天河坪村卫生室,村卫生室,长阳土家族自治县,8200,,2024年
871,长阳县资丘镇陈家坪村卫生室,村卫生室,长阳土家族自治县,4600,,2024年
872,长阳县资丘镇凉水寺村卫生室,村卫生室,长阳土家族自治县,8000,,2024年
873,长阳县资丘镇万里城村卫生室,村卫生室,长阳土家族自治县,6200,,2024年
874,长阳县资丘镇资丘村卫生室,村卫生室,长阳土家族自治县,11000,,2024年
875,长阳县资丘镇泉水湾村卫生室,村卫生室,长阳土家族自治县,5000,,2024年
876,长阳县资丘镇中溪村卫生室,村卫生室,长阳土家族自治县,5000,,2024年
877,长阳县资丘镇水连村卫生室,村卫生室,长阳土家族自治县,5000,,2024年
878,长阳县资丘镇对舞溪村卫生室,村卫生室,长阳土家族自治县,6700,,2024年
879,长阳县资丘镇五房岭村卫生室,村卫生室,长阳土家族自治县,5500,,2024年
880,长阳县资丘镇九龙村卫生室,村卫生室,长阳土家族自治县,4700,,2024年
881,长阳县资丘镇黄柏山村卫生室,村卫生室,长阳土家族自治县,5500,,2024年
882,长阳县资丘镇柳松坪村卫生室,村卫生室,长阳土家族自治县,8000,,2024年
883,长阳县资丘镇淋湘溪村卫生室,村卫生室,长阳土家族自治县,9000,,2024年
884,长阳县资丘镇西阳坡村卫生室,村卫生室,长阳土家族自治县,3200,,2024年
885,长阳县资丘镇天池口村卫生室,村卫生室,长阳土家族自治县,6500,,2024年
886,长阳县资丘镇柿坝村卫生室,村卫生室,长阳土家族自治县,9000,,2024年
887,长阳县渔峡口镇高峰村卫生室,村卫生室,长阳土家族自治县,7329,,2024年
888,长阳县渔峡口镇布政村卫生室,村卫生室,长阳土家族自治县,6928,,2024年
889,长阳县渔峡口镇板凳坳村卫生室,村卫生室,长阳土家族自治县,6369,,2024年
890,长阳县渔峡口镇双龙村卫生室,村卫生室,长阳土家族自治县,6883,,2024年
891,长阳县渔峡口镇岩松坪卫生室,村卫生室,长阳土家族自治县,6786,,2024年
892,长阳县渔峡口镇招徕河村卫生室,村卫生室,长阳土家族自治县,6912,,2024年
893,长阳县渔峡口镇龙池村卫生室,村卫生室,长阳土家族自治县,6902,,2024年
894,长阳县渔峡口镇梁山坝村卫生室,村卫生室,长阳土家族自治县,6925,,2024年
895,长阳县渔峡口镇施坪村卫生室,村卫生室,长阳土家族自治县,6707,,2024年
896,长阳县渔峡口镇龙坪村卫生室,村卫生室,长阳土家族自治县,6692,,2024年
897,长阳县渔峡口镇赵家湾村卫生室,村卫生室,长阳土家族自治县,6590,,2024年
898,长阳县渔峡口镇青龙村卫生室,村卫生室,长阳土家族自治县,7584,,2024年
899,长阳县渔峡口镇西坪村卫生室,村卫生室,长阳土家族自治县,6953,,2024年
900,长阳县渔峡口镇沿坪村卫生室,村卫生室,长阳土家族自治县,6820,,2024年
901,长阳县渔峡口镇渔坪村卫生室,村卫生室,长阳土家族自治县,8101,,2024年
902,长阳县渔峡口镇枝柘坪村卫生室,村卫生室,长阳土家族自治县,7029,,2024年
903,长阳县榔坪镇秀丰桥村卫生室,村卫生室,长阳土家族自治县,8924,,2024年
904,长阳县榔坪镇梓榔坪村卫生室,村卫生室,长阳土家族自治县,10796,,2024年
905,长阳县榔坪镇文家坪村卫生室,村卫生室,长阳土家族自治县,8994,,2024年
906,长阳县榔坪镇茶园村卫生室,村卫生室,长阳土家族自治县,9670,,2024年
907,长阳县榔坪镇榔坪村卫生室,村卫生室,长阳土家族自治县,10420,,2024年
908,长阳县榔坪镇乐园村卫生室,村卫生室,长阳土家族自治县,10084,,2024年
909,长阳县榔坪镇沙地村卫生室,村卫生室,长阳土家族自治县,7996,,2024年
910,长阳县榔坪镇社坪村卫生室,村卫生室,长阳土家族自治县,10948,,2024年
911,长阳县榔坪镇关口垭村卫生室,村卫生室,长阳土家族自治县,8624,,2024年
912,长阳县榔坪镇长丰村卫生室,村卫生室,长阳土家族自治县,10628,,2024年
913,长阳县榔坪镇马坪村卫生室,村卫生室,长阳土家族自治县,9940,,2024年
914,长阳县榔坪镇八角庙村卫生室,村卫生室,长阳土家族自治县,9987,,2024年
915,长阳县贺家坪镇中岭村卫生室,村卫生室,长阳土家族自治县,5872,,2024年
916,长阳县贺家坪镇贺家坪村卫生室,村卫生室,长阳土家族自治县,14202,,2024年
917,长阳县贺家坪镇龙王冲村卫生室,村卫生室,长阳土家族自治县,5235,,2024年
918,长阳县贺家坪镇紫台村卫生室,村卫生室,长阳土家族自治县,4172,,2024年
919,长阳县贺家坪镇堡镇村卫生室,村卫生室,长阳土家族自治县,4162,,2024年
920,长阳县贺家坪镇七里坪村卫生室,村卫生室,长阳土家族自治县,8324,,2024年
921,长阳县贺家坪镇白沙驿村卫生室,村卫生室,长阳土家族自治县,9982,,2024年
922,长阳县贺家坪镇青岗坪村卫生室,村卫生室,长阳土家族自治县,19722,,2024年
923,长阳县贺家坪镇渔泉溪村卫生室,村卫生室,长阳土家族自治县,16787,,2024年
924,长阳县大堰乡钟家湾村卫生室,村卫生室,长阳土家族自治县,9776,,2024年
925,长阳县大堰乡石滚淌村卫生室,村卫生室,长阳土家族自治县,5210,,2024年
926,长阳县大堰乡赵家堰村卫生室,村卫生室,长阳土家族自治县,7645,,2024年
927,长阳县大堰乡三洞水村卫生室,村卫生室,长阳土家族自治县,5050,,2024年
928,长阳县大堰乡晓麻溪村卫生室,村卫生室,长阳土家族自治县,4320,,2024年
929,长阳县大堰乡清水堰村卫生室,村卫生室,长阳土家族自治县,9973,,2024年
930,长阳县大堰乡千丈坑村卫生室,村卫生室,长阳土家族自治县,7583,,2024年
931,长阳县大堰乡大堰村卫生室,村卫生室,长阳土家族自治县,9872,,2024年
932,长阳县大堰乡桂花园村卫生室,村卫生室,长阳土家族自治县,9854,,2024年
933,长阳县大堰乡边家坪村卫生室,村卫生室,长阳土家族自治县,3540,,2024年
934,长阳县大堰乡蔡家坪村卫生室,村卫生室,长阳土家族自治县,9983,,2024年
935,长阳县大堰乡居溪村卫生室,村卫生室,长阳土家族自治县,3685,,2024年
936,长阳县大堰乡邓家冲村卫生室,村卫生室,长阳土家族自治县,9056,,2024年
937,长阳县大堰乡九柳坪村卫生室,村卫生室,长阳土家族自治县,5123,,2024年
938,长阳县大堰乡松元坪村卫生室,村卫生室,长阳土家族自治县,9943,,2024年
939,长阳县鸭子口乡古坪村卫生室,村卫生室,长阳土家族自治县,6430,,2024年
940,长阳县鸭子口乡刘坪村卫生室,村卫生室,长阳土家族自治县,9251,,2024年
941,长阳县鸭子口乡马连坪村卫生室,村卫生室,长阳土家族自治县,11420,,2024年
942,长阳县鸭子口乡静安村卫生室,村卫生室,长阳土家族自治县,6017,,2024年
943,长阳县鸭子口乡厚浪沱村卫生室,村卫生室,长阳土家族自治县,6844,,2024年
944,长阳县鸭子口乡鸭子口村卫生室,村卫生室,长阳土家族自治县,3467,,2024年
945,长阳县鸭子口乡天柱山村卫生室,村卫生室,长阳土家族自治县,3855,,2024年
946,长阳县鸭子口乡巴山村卫生室,村卫生室,长阳土家族自治县,8430,,2024年
947,长阳县鸭子口乡杨溪村卫生室,村卫生室,长阳土家族自治县,4255,,2024年
948,长阳县鸭子口乡楠木坪村卫生室,村卫生室,长阳土家族自治县,4076,,2024年
949,长阳县火烧坪乡青树包村卫生室,村卫生室,长阳土家族自治县,18825,,2024年
950,长阳县火烧坪乡黍子岭村卫生室,村卫生室,长阳土家族自治县,5795,,2024年
951,长阳县火烧坪乡溜沙口村卫生室,村卫生室,长阳土家族自治县,6950,,2024年
952,长阳县龙舟坪镇王家棚卫生室,村卫生室,长阳土家族自治县,4681,,2024年
953,长阳县龙舟坪镇厚丰溪村卫生室,村卫生室,长阳土家族自治县,4812,,2024年
954,长阳县龙舟坪镇两河口村卫生室,村卫生室,长阳土家族自治县,4685,,2024年
955,长阳县龙舟坪镇三渔冲村卫生室,村卫生室,长阳土家族自治县,4385,,2024年
956,长阳县龙舟坪镇郑家榜村卫生室,村卫生室,长阳土家族自治县,4528,,2024年
957,五峰镇黄粮坪村卫生室,村卫生室,五峰土家族自治县,4965,,2024年
958,五峰镇怀抱窝村卫生室,村卫生室,五峰土家族自治县,6182,,2024年
959,五峰镇小河村卫生室,村卫生室,五峰土家族自治县,5123,,2024年
960,五峰镇谢家坪中心卫生室,村卫生室,五峰土家族自治县,6569,,2024年
961,五峰镇长坡中心卫生室,村卫生室,五峰土家族自治县,5295,,2024年
962,五峰镇香东村卫生室,村卫生室,五峰土家族自治县,4880,,2024年
963,五峰镇油菜坪村卫生室,村卫生室,五峰土家族自治县,4989,,2024年
964,五峰镇茅坪中心卫生室,村卫生室,五峰土家族自治县,6760,,2024年
965,五峰镇麦庄村卫生室,村卫生室,五峰土家族自治县,5618,,2024年
966,五峰镇后河村卫生室,村卫生室,五峰土家族自治县,52,,2024年
967,五峰镇水尽司中心卫生室,村卫生室,五峰土家族自治县,8592,,2024年
968,五峰镇楠木河村卫生室,村卫生室,五峰土家族自治县,4266,,2024年
969,五峰镇石梁司村中心卫生室,村卫生室,五峰土家族自治县,13500,,2024年
970,长乐坪镇三教庙村卫生室,村卫生室,五峰土家族自治县,8509,,2024年
971,长乐坪镇青岩村卫生室,村卫生室,五峰土家族自治县,5703,,2024年
972,长乐坪镇白鹿庄中心卫生室,村卫生室,五峰土家族自治县,8540,,2024年
973,长乐坪镇红渔潭村卫生室,村卫生室,五峰土家族自治县,5487,,2024年
974,长乐坪镇桥坪村卫生室,村卫生室,五峰土家族自治县,5574,,2024年
975,长乐坪镇百年关村卫生室,村卫生室,五峰土家族自治县,5621,,2024年
976,长乐坪镇腰牌村卫生室,村卫生室,五峰土家族自治县,4805,,2024年
977,长乐坪镇石桥沟村卫生室,村卫生室,五峰土家族自治县,5365,,2024年
978,长乐坪镇白岩坪中心卫生室,村卫生室,五峰土家族自治县,5492,,2024年
979,长乐坪镇大湾村卫生室,村卫生室,五峰土家族自治县,5166,,2024年
980,长乐坪镇甘沟中心卫生室,村卫生室,五峰土家族自治县,5250,,2024年
981,长乐坪镇苏家河村卫生室,村卫生室,五峰土家族自治县,5357,,2024年
982,长乐坪镇菖蒲溪村卫生室,村卫生室,五峰土家族自治县,6280,,2024年
983,长乐坪镇月山村卫生室,村卫生室,五峰土家族自治县,4628,,2024年
984,渔洋关镇三板桥中心卫生室,村卫生室,五峰土家族自治县,6571,,2024年
985,渔洋关镇清水湾村卫生室,村卫生室,五峰土家族自治县,6343,,2024年
986,渔洋关镇鞍山中心卫生室,村卫生室,五峰土家族自治县,6309,,2024年
987,渔关镇汉马池村卫生室,村卫生室,五峰土家族自治县,14489,,2024年
988,渔洋关镇曹家坪村卫生室,村卫生室,五峰土家族自治县,4773,,2024年
989,渔洋关镇涨水坪中心卫生室,村卫生室,五峰土家族自治县,6806,,2024年
990,渔洋关镇石柱山村卫生室,村卫生室,五峰土家族自治县,5542,,2024年
991,渔洋关镇南河村卫生室,村卫生室,五峰土家族自治县,5227,,2024年
992,渔洋关镇沙淌中心卫生室,村卫生室,五峰土家族自治县,6812,,2024年
993,渔洋关镇三房坪村卫生室,村卫生室,五峰土家族自治县,6119,,2024年
994,渔洋关镇王家坪村卫生室,村卫生室,五峰土家族自治县,8141,,2024年
995,渔洋关镇大房坪村卫生室,村卫生室,五峰土家族自治县,9624,,2024年
996,渔洋关镇火田坑中心卫生室,村卫生室,五峰土家族自治县,5517,,2024年
997,渔洋关镇梅二冲村卫生室,村卫生室,五峰土家族自治县,9083,,2024年
998,渔洋关镇桥河村卫生室,村卫生室,五峰土家族自治县,5657,,2024年
999,仁和坪镇大栗树村卫生室,村卫生室,五峰土家族自治县,5782,,2024年
1000,仁和坪镇业产坪村卫生室,村卫生室,五峰土家族自治县,10268,,2024年
1001,仁和坪镇枫香坪村卫生室,村卫生室,五峰土家族自治县,7200,,2024年
1002,仁和坪镇仁和坪村卫生室,村卫生室,五峰土家族自治县,12798,,2024年
1003,仁和坪镇大檀树村卫生室,村卫生室,五峰土家族自治县,7372,,2024年
1004,仁和坪镇富裕冲村卫生室,村卫生室,五峰土家族自治县,7724,,2024年
1005,仁和坪镇林家坪村卫生室,村卫生室,五峰土家族自治县,7056,,2024年
1006,仁和坪镇升子坪中心卫生室,村卫生室,五峰土家族自治县,6117,,2024年
1007,仁和坪镇杨柳池村卫生室,村卫生室,五峰土家族自治县,6685,,2024年
1008,仁和坪镇罗汉淌村卫生室,村卫生室,五峰土家族自治县,7457,,2024年
1009,仁和坪镇梅坪村卫生室,村卫生室,五峰土家族自治县,4602,,2024年
1010,仁和坪镇桥梁村卫生室,村卫生室,五峰土家族自治县,7369,,2024年
1011,仁和坪镇船山坪村卫生室,村卫生室,五峰土家族自治县,4368,,2024年
1012,湾潭镇茶园村卫生室,村卫生室,五峰土家族自治县,4759,,2024年
1013,湾潭镇锁金山村卫生室,村卫生室,五峰土家族自治县,5732,,2024年
1014,湾潭镇九门村卫生室,村卫生室,五峰土家族自治县,5261,,2024年
1015,湾潭镇三台坡村卫生室,村卫生室,五峰土家族自治县,4132,,2024年
1016,湾潭镇红烈村卫生室,村卫生室,五峰土家族自治县,4981,,2024年
1017,湾潭镇茅庄村卫生室,村卫生室,五峰土家族自治县,4714,,2024年
1018,湾潭镇红旗坪村卫生室,村卫生室,五峰土家族自治县,4975,,2024年
1019,湾潭镇鹿耳庄村卫生室,村卫生室,五峰土家族自治县,7356,,2024年
1020,湾潭镇小凤池村卫生室,村卫生室,五峰土家族自治县,5050,,2024年
1021,傅家堰乡白庙村卫生室,村卫生室,五峰土家族自治县,5172,,2024年
1022,傅家堰乡左泉洞村卫生室,村卫生室,五峰土家族自治县,2929,,2024年
1023,傅家堰乡鸭儿坪村卫生室,村卫生室,五峰土家族自治县,5361,,2024年
1024,傅家堰乡大龙坪中心卫生室,村卫生室,五峰土家族自治县,5250,,2024年
1025,傅家堰乡田家山村卫生室,村卫生室,五峰土家族自治县,2614,,2024年
1026,傅家堰乡火山村白果树卫生室,村卫生室,五峰土家族自治县,3983,,2024年
1027,傅家堰乡桥料村卫生室,村卫生室,五峰土家族自治县,6134,,2024年
1028,傅家堰乡大龙坪村卫生室,村卫生室,五峰土家族自治县,3511,,2024年
1029,傅家堰乡马蹄井村卫生室,村卫生室,五峰土家族自治县,4401,,2024年
1030,傅家堰乡火山村卫生室,村卫生室,五峰土家族自治县,4413,,2024年
1031,牛庄乡金山村卫生室,村卫生室,五峰土家族自治县,2449,,2024年
1032,牛庄乡沙河村卫生室,村卫生室,五峰土家族自治县,2000,,2024年
1033,牛庄乡九里坪村卫生室,村卫生室,五峰土家族自治县,3441,,2024年
1034,牛庄乡池南村卫生室,村卫生室,五峰土家族自治县,2502,,2024年
1035,牛庄乡凌云村卫生室,村卫生室,五峰土家族自治县,2204,,2024年
1036,牛庄乡松木坪村卫生室,村卫生室,五峰土家族自治县,2054,,2024年
1037,牛庄乡横茅湖村卫生室,村卫生室,五峰土家族自治县,4780,,2024年
1038,牛庄乡牛庄村卫生室,村卫生室,五峰土家族自治县,2174,,2024年
1039,采花乡前坪村卫生室,村卫生室,五峰土家族自治县,5096,,2024年
1040,采花乡宋家河中心卫生室,村卫生室,五峰土家族自治县,5474,,2024年
1041,采花乡星岩坪村卫生室,村卫生室,五峰土家族自治县,6361,,2024年
1042,采花乡红渔坪中心卫生室,村卫生室,五峰土家族自治县,6988,,2024年
1043,采花乡苦竹坪村卫生室,村卫生室,五峰土家族自治县,4539,,2024年
1044,采花乡栗子坪村卫生室,村卫生室,五峰土家族自治县,4453,,2024年
1045,采花乡珍珠头村卫生室,村卫生室,五峰土家族自治县,4939,,2024年
1046,采花乡采花台村卫生室,村卫生室,五峰土家族自治县,4597,,2024年
1047,采花乡万里村卫生室,村卫生室,五峰土家族自治县,4752,,2024年
1048,采花乡白鹤村卫生室,村卫生室,五峰土家族自治县,1695,,2024年
1049,采花乡白溢坪村卫生室,村卫生室,五峰土家族自治县,6973,,2024年
1050,采花乡黄家台村卫生室,村卫生室,五峰土家族自治县,4848,,2024年
1051,采花乡楠木桥村卫生室,村卫生室,五峰土家族自治县,5321,,2024年
1052,采花乡大村村卫生室,村卫生室,五峰土家族自治县,6727,,2024年
1053,采花乡长茂司村卫生室,村卫生室,五峰土家族自治县,4000,,2024年
1054,宜昌市夷陵区东城城乡统筹发展试验区鄢家河村卫生室,村卫生室,夷陵区,120,,2024年
1055,宜昌市夷陵区东城城乡统筹发展试验区下坪村卫生室,村卫生室,夷陵区,2514,,2024年
1056,宜昌市夷陵区东城城乡统筹发展试验区姜家湾村卫生室,村卫生室,夷陵区,3451,,2024年
1057,夷陵区东城城乡统筹发展试验区南村坪村卫生室,村卫生室,夷陵区,828,,2024年
1058,宜昌市夷陵区东城城乡统筹发展试验区黄金卡居委会卫生室,村卫生室,夷陵区,4461,,2024年
1059,宜昌市夷陵区东城城乡统筹发展试验区陈淌坪村卫生室,村卫生室,夷陵区,4786,,2024年
1060,夷陵区东城城乡统筹发展试验区新桥边村卫生室,村卫生室,夷陵区,3245,,2024年
1061,宜昌市夷陵区东城城乡统筹发展试验区蔡家河村卫生室,村卫生室,夷陵区,221,,2024年
1062,夷陵区东城城乡统筹发展试验区梅子垭村卫生室,村卫生室,夷陵区,3140,,2024年
1063,宜昌市夷陵区小溪塔街办柏木坪村卫生室,村卫生室,夷陵区,2739,,2024年
1064,宜昌市夷陵区小溪塔街办官庄村卫生室,村卫生室,夷陵区,9508,,2024年
1065,宜昌市夷陵区小溪塔街办仓屋榜村卫生室,村卫生室,夷陵区,10100,,2024年
1066,宜昌市夷陵区小溪塔街办廖家林村卫生室,村卫生室,夷陵区,4732,,2024年
1067,宜昌市夷陵区小溪塔街办新合村卫生室,村卫生室,夷陵区,2103,,2024年
1068,宜昌市夷陵区小溪塔街办岩花村卫生室,村卫生室,夷陵区,3888,,2024年
1069,宜昌市夷陵区小溪塔街办姜家庙村卫生室,村卫生室,夷陵区,4013,,2024年
